Linjenr,Løpenummer,Navn,Type,Hovedeier,Org_nr__hovedeier,Fylke,Fylkesnr_,Kommune,Kommunenr_,Dato_for_første_utnyttelse_av_fallet,Dato_for_eldste_kraftproduserende_del,Maks_ytelse_.MW.,Midl__årsproduksjon_.ref__1981.2010._.GWh.,Brutto_fallhøyde_.m.,Maksimal_slukeevne_.m3.s.,Energiekvivalent_.kWh.m3.,Elspotområde,Reginenr,Vannregion,Year_start,PZ
1123,1556,Indrebø,Kraftverk,NYDALSELVA_KRAFT_AS,893040412,Vestland,46,Sunnfjord,47,15.04.2010,15.04.2010,0.884,3.6,26.5,4,0.061,3,087.B1A,87,2010,4
1139,1595,Lotsberg,Kraftverk,LOTSBERG_KRAFT_AS,993903310,Vestland,46,Stad,49,26.10.2010,26.10.2010,1.45,4,271,0.65,0.62,3,089.2A,89,2010,4
1179,1631,Kyrkjevollgrova,Kraftverk,KYRKJEVOLLGROVA_SMÅSTØYT_DA,993605204,Møre_og_Romsdal,15,Ørsta,20,15.02.2010,15.02.2010,0.3,0.9,230,0.24,0.347,3,095.BA,95,2010,5
1186,1576,Brunstad,Kraftverk,BRUNSTAD_KRAFT_AS,992545526,Møre_og_Romsdal,15,Sykkylven,28,28.04.2010,28.04.2010,3.34,12.6,225.1,1.8,0.515,3,097.7C,97,2010,5
1233,1496,Valgermo_Giskemo,Kraftverk,VALGERMO/GISKEMO_KRAFT_AS,893463852,Møre_og_Romsdal,15,Ålesund,7,03.05.2010,03.05.2010,0.98,3.3,26,4.5,NA,3,101.1Z,101,2010,5
1273,1510,Kvalvaag,Kraftverk,KVALVAAG_VANN_OG_KRAFT_AS,892333912,Møre_og_Romsdal,15,Gjemnes,57,22.04.2010,22.04.2010,0.5,1.7,150,0.45,NA,3,109.11A,109,2010,6
1288,1448,Usma,Kraftverk,SMÅKRAFT_AS,984616155,Møre_og_Romsdal,15,Sunndal,63,13.04.2010,13.04.2010,5.49,17.1,125,5,0.305,3,109.4B,109,2010,6
1290,1577,Mulvik,Kraftverk,MULVIK_KRAFT_AS,994225529,Møre_og_Romsdal,15,Sunndal,63,11.05.2010,11.05.2010,0.365,1.4,110,0.43,NA,3,111.51,111,2010,6
1294,1534,Råssåfoss,Kraftverk,RÅSSÅFOSS_KRAFT_AS,991879218,Møre_og_Romsdal,15,Surnadal,66,10.04.2010,10.04.2010,4.945,25.7,NA,NA,NA,3,111.711Z,111,2010,6
1300,1495,Kysinga,Kraftverk,KYSINGA_KRAFT_AS,989319817,Trøndelag,50,Rindal,61,30.04.2010,30.04.2010,1.25,4,135,1.5,0.231,3,112.CA4A,112,2010,6
1420,1449,Bruvollelva,Kraftverk,SMÅKRAFT_AS,984616155,Trøndelag,50,Snåase_%u2013_Snåsa,41,27.05.2010,27.05.2010,3.8,12.4,109.4,3.85,0.274,3,128.D2Z,128,2010,6
1434,1451,Tua,Kraftverk,SMÅKRAFT_AS,984616155,Trøndelag,50,Steinkjer,6,20.04.2010,20.04.2010,1.8,4.9,132,1.55,0.323,3,129.5Z,129,2010,6
1445,1564,Røstad,Kraftverk,NORDIC_POWER_AS,914341183,Trøndelag,50,Indre_Fosen,54,01.11.2010,01.11.2010,2.8,9.5,83.2,4,0.194,3,131.4Z,131,2010,6
1472,1596,Knutfoss,Kraftverk,SMÅKRAFT_AS,984616155,Trøndelag,50,Grong,45,26.04.2010,26.04.2010,4.85,16.5,60,9.9,0.136,3,139.C1A,139,2010,7
1520,1519,Kangsliåga,Kraftverk,SKS_PRODUKSJON_AS,915637353,Nordland,18,Hemnes,32,01.06.2010,01.06.2010,3.097,10,253.87,1.53,0.562,4,155.4A0,155,2010,8
1550,1499,Steinbekken,Kraftverk,Bjørn_Egil_Hansen,NA,Nordland,18,Rana,33,01.01.2010,01.01.2010,0.0072,0.025,20,0.065,0.031,4,156.B1A,156,2010,8
1555,1106,Tørrbekken,Kraftverk,TØRRBEKKEN_PRODUCTION_ØYVIND_BRATTLAND,984429991,Nordland,18,Rana,33,01.01.2010,01.01.2010,0.7,1.8,265,0.3,0.648,4,156.D2A,156,2010,8
1577,1552,Rendalselva,Kraftverk,RENDALSELVA_KRAFTVERK_AS,989298828,Nordland,18,Meløy,37,24.05.2010,24.05.2010,2.8,7.8,251.5,1.34,0.58,4,160.23B,160,2010,8
1613,1627,Sildhopen,Kraftverk,NORDLAKS_SMOLT_AS,991193332,Nordland,18,Sørfold,45,11.02.2010,11.02.2010,0.5,3.5,74.1,1.5,0.185,4,168.4A,168,2010,9
1632,1461,Lappvikelva,Kraftverk,NORDIC_POWER_AS,914341183,Nordland,18,Narvik,6,02.09.2010,02.09.2010,2.7,7,310,1,0.75,4,173.72Z,173,2010,9
1742,207,Kobbholm,Kraftverk,TINFOS_AS,916763476,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Sør-Varanger,44,10.12.2010,10.12.2010,3.2,16,112.5,3.2,0.278,4,247.7Z,247,2010,13
1743,1573,Valvatn,Kraftverk,TINFOS_AS,916763476,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Sør-Varanger,44,21.12.2010,21.12.2010,1,4,43.15,2.8,NA,4,247.7C,247,2010,13
17,1605,Tisjøen,Kraftverk,EIDSVOLL_KOMMUNE,964950113,Viken,30,Eidsvoll,35,17.08.2009,17.08.2009,0.075,0.5,NA,NA,NA,1,002.DB2B,2,2009,1
32,1468,Svatsum_2,Kraftverk,SVATSUM_ELEKTRISITETSVERK_AS,916452705,Innlandet,34,Gausdal,41,16.09.2009,16.09.2009,1.7,8,288,0.778,0.661,1,002.DDFA,2,2009,1
75,1600,Øvre_Kivfallet,Kraftverk,ØVERGAARD_ENERGI_AS,997893905,Innlandet,34,Rendalen,24,15.12.2009,15.12.2009,0.82,5,183,0.6,0.417,1,002.M3,2,2009,1
109,1440,Glesåa,Kraftverk,NORDRE_LØSSET_AS,989176021,Innlandet,34,Åmot,22,22.01.2009,22.01.2009,2.1,6.7,204,1.2,0.486,1,002.JD1,2,2009,1
134,1391,Vesleåni,Kraftverk,VESLEÅNI_KRAFT_AS,991918396,Viken,30,Flå,39,11.08.2009,11.08.2009,1.65,4.9,353,0.54,0.849,5,012.CC1Z,12,2009,1
138,1675,Vigga,Kraftverk,VIGGA_KRAFT_DA,992407638,Innlandet,34,Gran,46,01.01.2009,01.01.2009,0.04,0.3,8.5,0.7,0.016,1,012.EBA1,12,2009,1
202,1500,Fall,Kraftverk,VOKKS_KRAFT_AS,976550013,Innlandet,34,Søndre_Land,47,01.01.2009,01.01.2009,5.5,19,NA,NA,NA,1,012.EC520,12,2009,1
252,1420,Rødberg,Kraftverk,STATKRAFT_ENERGI_AS,987059729,Viken,30,Nore_og_Uvdal,52,02.02.2009,02.02.2009,2.9,15.5,60.66,5.5,0.146,5,015.JA2,15,2009,1
285,1481,Rekåa,Kraftverk,REKÅA_KRAFTVERK_AS,994562223,Vestfold_og_Telemark,38,Notodden,8,14.09.2009,14.09.2009,0.558,1.5,90,0.75,0.206,2,016.EA1B,16,2009,1
297,1560,Sagabekken_2,Kraftverk,REINSTAUL_KRAFT_AS,898328082,Vestfold_og_Telemark,38,Seljord,20,02.02.2009,02.02.2009,0.325,1.3,195,0.388,NA,2,016.CC3Z,16,2009,1
298,1561,Sagabekken_3,Kraftverk,REINSTAUL_KRAFT_AS,898328082,Vestfold_og_Telemark,38,Seljord,20,02.02.2009,02.02.2009,0.15,0.5,185,0.18,0.463,2,016.CC3Z,16,2009,1
370,1470,Soks,Kraftverk,SMÅKRAFT_GREEN_BOND_2_AS,825750932,Vestfold_og_Telemark,38,Fyresdal,23,11.11.2009,11.11.2009,0.98,4,170,0.7,0.389,2,019.CAB,19,2009,1
394,88,Flatenfoss_3,Kraftverk,ARENDALS_FOSSEKOMPANI_ASA,910261525,Agder,42,Åmli,17,01.10.2009,01.10.2009,7.1,46.2784,10.38,80,0.024,2,019.C22,19,2009,1
395,1585,Harstveitbekken,Kraftverk,SMÅKRAFT_GREEN_BOND_2_AS,825750932,Agder,42,Åmli,17,13.11.2009,13.11.2009,1.8,5.5,240,1.1,NA,2,019.CAA,19,2009,1
447,1464,Færåsen,Kraftverk,AGDER_ENERGI_VANNKRAFT_AS,882973972,Agder,42,Lindesnes,5,03.03.2009,03.03.2009,1.43,5.7,54.9,3,0.132,2,023.AC0,23,2009,1
475,1549,Gursli,Kraftverk,GURSLI_MINIKRAFTVERK_AS,992148098,Rogaland,11,Lund,12,20.07.2009,20.07.2009,0.215,1,NA,NA,NA,2,026.B22,26,2009,1
477,1512,Hommafossen,Kraftverk,HESKESTAD_KRAFT_AS,989945696,Rogaland,11,Lund,12,26.11.2009,26.11.2009,0.99,3,150,0.83,NA,2,026.4F,26,2009,1
501,1539,Jøssingfjord,Kraftverk,TITANIA_AS,916769318,Rogaland,11,Sokndal,11,01.01.2009,01.01.2009,4.5,16,NA,NA,NA,2,026.3B,26,2009,1
573,1731,Fuglestein,Kraftverk,JON_ANDERS_FUGLESTEIN,993043400,Rogaland,11,Suldal,34,01.01.2009,01.01.2009,0.025,0.1,60,NA,NA,2,35.8,35,2009,2
576,1537,Hjorteland_(Fjellbergsåno),Kraftverk,HJORTELAND_KRAFT_AS,927501163,Rogaland,11,Suldal,34,10.12.2009,10.12.2009,1.75,4.35,210,0.8,NA,2,035.A4B,35,2009,2
577,1538,Hjorteland_(Hjortelandsåno),Kraftverk,HJORTELAND_KRAFT_AS,927501163,Rogaland,11,Suldal,34,10.12.2009,10.12.2009,0.48,1.3,NA,NA,NA,2,035.A6Z,35,2009,2
583,1536,Økstra,Kraftverk,ØKSTRA_KRAFT_AS,991692495,Rogaland,11,Suldal,34,19.09.2009,19.09.2009,0.58,2.4,160,0.43,NA,2,35.8,35,2009,2
609,1433,Veka,Kraftverk,VEKA_KRAFT_AS,990140375,Rogaland,11,Suldal,34,10.04.2009,10.04.2009,3,9,506,0.7,1.19,2,036.B2,36,2009,2
618,1418,Ekkjestølen,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Ullensvang,18,04.03.2009,04.03.2009,4,17.1,NA,NA,NA,2,3.6E+03,36,2009,2
620,1016,Djuv,Kraftverk,NA,NA,Rogaland,11,Sauda,35,01.01.2009,01.01.2009,0.045,0.27,NA,NA,NA,2,37.32,37,2009,2
623,1514,Kleiva,Kraftverk,Aktieselskabet_Saudefaldene,915729290,Rogaland,11,Sauda,35,22.12.2009,22.12.2009,3.9,11,74,9,0.12,2,037.DA,37,2009,2
628,1511,Storli,Kraftverk,Aktieselskabet_Saudefaldene,915729290,Rogaland,11,Sauda,35,28.01.2009,28.01.2009,0.62,2.6,23,3,0.057,2,037.B22,37,2009,2
658,1540,Bjørgjo,Kraftverk,KAMBO_ENERGI_AS,992529970,Vestland,46,Etne,11,11.06.2009,11.06.2009,0.6,2,348.5,0.2,NA,2,041.41A0,41,2009,3
666,1498,Bjordal_II,Kraftverk,JENS_DOMINICUS_NAGELL_BJORDAL,985035652,Rogaland,11,Vindafjord,60,15.06.2009,15.06.2009,0.14,0.546,NA,NA,NA,2,041.21Z,41,2009,3
673,1447,Bergstø,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Etne,11,04.12.2009,04.12.2009,2.9,9,240,1.33,0.605,2,042.3Z,42,2009,3
680,1689,Alsaker,Kraftverk,ALSAKER_KRAFT_AS,990843805,Vestland,46,Kvinnherad,17,17.03.2009,17.03.2009,1.2,5,157,0.95,0.351,2,042.62Z,42,2009,3
733,1457,Stølsdalselva,Kraftverk,STØLSDALSELVA_KRAFTVERK_AS,990346712,Vestland,46,Ullensvang,18,10.07.2009,10.07.2009,7.5,21,192,4.7,0.443,5,047.2AZ,47,2009,3
745,1531,Måge,Kraftverk,MÅGE_NATURKRAFT_AS,992160047,Vestland,46,Ullensvang,18,15.06.2009,15.06.2009,0.55,2.8,135,NA,NA,5,048.31A,48,2009,3
746,1471,Reisæter_(Bleieelvi),Kraftverk,REISÆTER_KRAFTVERK_AS,991741267,Vestland,46,Ullensvang,18,03.06.2009,03.06.2009,0.45,1.7,131,0.35,0.357,5,048.2A,48,2009,3
747,1472,Reisæter_(Strutåni),Kraftverk,REISÆTER_KRAFTVERK_AS,991741267,Vestland,46,Ullensvang,18,03.06.2009,03.06.2009,1,4.3,208,0.6,0.49,5,048.2A,48,2009,3
792,1446,Tveitaskar,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Bjørnafjorden,24,03.11.2009,03.11.2009,4.2,10,300,1.55,0.752,2,053.D,53,2009,3
797,1505,Sørdalen,Kraftverk,SØRDALEN_KRAFT_AS,987068671,Vestland,46,Tysnes,16,10.12.2009,10.12.2009,0.55,1.9,132,0.557,0.274,2,054.6C,54,2009,3
839,1450,Rasdalen,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Voss,21,03.12.2009,03.12.2009,5.2,19,280,2.2,0.657,5,062.A,62,2009,4
869,1474,Krokevatn,Kraftverk,EVINY_FORNYBAR_AS,876944642,Vestland,46,Høyanger,38,15.10.2009,15.10.2009,3.3,13,78,5,0.183,5,067.3DB2,67,2009,4
933,1465,Kvåle,Kraftverk,LUSTER_SMÅKRAFT_AS,988913480,Vestland,46,Luster,44,06.05.2009,06.05.2009,4.6,17.6,112,5,NA,5,075.5A0,75,2009,4
1002,1532,Karstad,Kraftverk,KARSTAD_MINIKRAFTVERK_AS,992353732,Vestland,46,Sunnfjord,47,01.04.2009,01.04.2009,0.39,2.56,302,0.152,0.722,3,8.3E+01,83,2009,4
1026,1649,Botnabakken,Kraftverk,BOTNABAKKEN_KRAFT_AS,992361301,Vestland,46,Sunnfjord,47,05.02.2009,05.02.2009,0.16,0.7,125,NA,NA,3,084.AB3,84,2009,4
1102,1521,Kandal,Kraftverk,KANDAL_KRAFTVERK_AS,925797553,Vestland,46,Gloppen,50,15.10.2009,15.10.2009,4.8,18,206,3,0.444,3,087.B13,87,2009,4
1109,1533,Teitafossen,Kraftverk,TEITAFOSSEN_KRAFT_AS,989958615,Vestland,46,Gloppen,50,10.07.2009,10.07.2009,0.89,4.6,7.75,15.5,0.016,3,087.D21,87,2009,4
1113,1497,Årdal_Nedre,Kraftverk,ÅRDAL_KRAFTVERK_AS,926133039,Vestland,46,Gloppen,50,13.10.2009,13.10.2009,2.8,7.3,179,1.9,0.409,3,087.B14,87,2009,4
1132,1456,Steindøla,Kraftverk,STEINDØLA_KRAFT_AS,992310146,Vestland,46,Stryn,51,01.01.2009,01.01.2009,2.6,7.8,270.95,1.17,0.617,3,088.3Z,88,2009,4
1149,1923,Hausken,Kraftverk,AARAM_GARD_VENDEL_AARAM,983239935,Møre_og_Romsdal,15,Vanylven,11,01.01.2009,01.01.2009,0.008,0.04,NA,NA,NA,3,93.11,93,2009,5
1173,1419,Steinsvik,Kraftverk,STEINSVIK_KRAFT_AS,916368313,Møre_og_Romsdal,15,Volda,77,28.01.2009,28.01.2009,8.2,35.7,692,1.4,1.647,3,094.21AZ,94,2009,5
1180,1383,Myklebust,Kraftverk,MYKLEBUST_KRAFT_AS,991391304,Møre_og_Romsdal,15,Ørsta,20,19.05.2009,19.05.2009,2,5.73,256,0.9,0.617,3,095.BA,95,2009,5
1188,1523,Hatlemark,Kraftverk,SYKKYLVEN_PRODUKTER_John_Kåre_Aarsnes,874363812,Møre_og_Romsdal,15,Sykkylven,28,20.10.2009,20.10.2009,0.215,0.7,47,0.55,0.109,3,097.61Z,97,2009,5
1244,1483,Glutra,Kraftverk,GLUTRA_KRAFT_AS,991689400,Møre_og_Romsdal,15,Rauma,39,03.08.2009,03.08.2009,0.85,3,34,2.8,NA,3,103.4AB,103,2009,5
1246,1528,Holmem,Kraftverk,HOLMEM_KRAFT_AS,891287232,Møre_og_Romsdal,15,Rauma,39,21.02.2009,21.02.2009,0.65,2.7,NA,NA,NA,3,103.64,103,2009,5
1287,1524,Sjølset,Kraftverk,SJØLSETKRAFT_AS,992355166,Møre_og_Romsdal,15,Sunndal,63,21.12.2009,21.12.2009,0.55,1.5,280,0.24,0.637,3,109.4A0,109,2009,6
1298,1544,Brandåa,Kraftverk,SVORKA_ENERGI_AS,919763159,Trøndelag,50,Rindal,61,11.12.2009,11.12.2009,4.05,15.8,NA,NA,NA,3,112.D4A0,112,2009,6
1299,1479,Gryta,Kraftverk,GRYTA_KRAFT_AS,988673226,Trøndelag,50,Rindal,61,28.04.2009,28.04.2009,1.49,4.6,223,0.8,0.517,3,112.C2,112,2009,6
1326,1423,Gisnafallet,Kraftverk,GISNAFALLET_KRAFTVERK_AS,991428275,Trøndelag,50,Oppdal,21,08.06.2009,08.06.2009,2.9,8,85,4.44,0.181,3,121.CAZ,121,2009,6
1336,1578,Sya,Kraftverk,SYA_KRAFT_AS,993088234,Trøndelag,50,Orkland,59,14.12.2009,14.12.2009,1.2,4.9,193.4,0.78,0.427,3,121.B31,121,2009,6
1350,1735,Dalabekken,Kraftverk,OLE_PETTER_ESTENSTAD,992199016,Trøndelag,50,Melhus,28,19.11.2009,19.11.2009,0.022,0.06,50,0.074,0.083,3,122.2D,122,2009,6
1403,1480,Julfoss,Kraftverk,JULFOSS_KRAFT_AS,991683836,Trøndelag,50,Stjørdal,35,28.11.2009,28.11.2009,2.4,8,58,4.7,0.142,3,124.A1A,124,2009,6
1421,1520,Gravbrøtfoss,Kraftverk,GRAVBRØTFOSS_KRAFT_AS,991089330,Trøndelag,50,Snåase_%u2013_Snåsa,41,05.06.2009,05.06.2009,2.1,10.2,59,4.3,0.136,3,128.F0,128,2009,6
1436,1486,Hindbergelva,Kraftverk,SØRSIDA_KRAFT_AS,990317135,Trøndelag,50,Inderøy,53,09.01.2009,09.01.2009,0.53,1.8,121,0.56,0.263,3,130.4Z,130,2009,6
1463,1428,Dahlefoss,Kraftverk,SMÅKRAFT_AS,984616155,Trøndelag,50,Flatanger,49,01.08.2009,01.08.2009,0.98,4.8,16.7,7.5,0.036,3,137.7Z,137,2009,6
1477,1475,Litlelva,Kraftverk,ULVIG_KIÆR_AS,986531491,Trøndelag,50,Namsskogan,44,12.05.2009,12.05.2009,1.36,4.4,140,1.15,0.329,4,139.E4B,139,2009,7
1545,1459,Reingardsåga,Kraftverk,SMÅKRAFT_AS,984616155,Nordland,18,Rana,33,19.06.2009,19.06.2009,2.4,7.3,196,NA,NA,4,156.CAA2A,156,2009,8
1636,1462,Virakelva,Kraftverk,NORDIC_POWER_AS,914341183,Nordland,18,Narvik,6,27.04.2009,27.04.2009,5,14.1,320,1.93,0.72,4,173.4A,173,2009,9
1659,1662,Heimerdalen,Kraftverk,LOFOTKRAFT_PRODUKSJON_AS,987081414,Nordland,18,Vestvågøy,60,11.12.2009,11.12.2009,0.25,1,206,0.15,0.463,4,180.54Z,180,2009,9
1675,1946,Bukkskinn,Kraftverk,NA,NA,Troms_og_Finnmark_Romsa_ja_Finnmárku,54,Senja,21,01.01.2009,01.01.2009,0.01,0.06,NA,NA,NA,4,193.62,193,2009,10
58,966,Sagfossen,Kraftverk,LØVENSKIOLD-VÆKERØ_Carl_Otto_Løvenskiold,971083107,Viken,30,Nittedal,31,16.04.2008,16.04.2008,0.347,2,10,4,NA,1,002.CD10,2,2008,1
81,1407,Ormhaugfossen,Kraftverk,REN_RØROS_STRØM_AS,919884428,Trøndelag,50,Røros,25,01.10.2008,01.10.2008,1.2,7.6,5.5,27.5,0.012,1,002.R61,2,2008,1
126,1663,Svarttjern,Kraftverk,GLITRE_ENERGI_PRODUKSJON_AS,979487223,Viken,30,Lier,49,05.03.2008,05.03.2008,0.135,1,100,0.2,0.188,1,011.A0,11,2008,1
136,1439,Herad,Kraftverk,HERAD_KRAFT_DA,990310165,Viken,30,Gol,41,03.01.2008,03.01.2008,0.085,0.68,NA,NA,NA,5,012.CD3Z,12,2008,1
169,1388,Gire,Kraftverk,GIRE_KRAFT_AS,990922632,Viken,30,Nesbyen,40,05.06.2008,05.06.2008,2.38,7,203,1.43,0.462,5,012.CC8Z,12,2008,1
172,1381,Sevre,Kraftverk,SEVRE_KRAFTVERK_AS,989883488,Viken,30,Nesbyen,40,17.04.2008,17.04.2008,4.8,17,190,3.15,0.423,5,012.CCZ,12,2008,1
212,1412,Reinli,Kraftverk,REINLI_KRAFT_AS,989525298,Innlandet,34,Sør-Aurdal,49,25.02.2008,25.02.2008,3.1,10,NA,NA,NA,1,012.J2Z,12,2008,1
226,1387,Lya,Kraftverk,HAFSLUND_ECO_VANNKRAFT_AS,976894677,Viken,30,Ål,43,15.04.2008,15.04.2008,5.49,20.8,184,3.6,0.424,5,012.CE3A,12,2008,1
253,1400,Smådøla,Kraftverk,SMÅDØLA_KRAFT_AS,986671846,Viken,30,Nore_og_Uvdal,52,22.08.2008,22.08.2008,1.4,4.5,172,1.1,0.354,5,015.JAA,15,2008,1
272,1522,Strand_I,Kraftverk,NA,NA,Vestfold_og_Telemark,38,Hjartdal,19,01.01.2008,01.01.2008,0.004,0.014,NA,NA,NA,2,016.EC1,16,2008,1
322,1399,Tinnkraft,Kraftverk,TINNKRAFT_AS,990930716,Vestfold_og_Telemark,38,Tinn,18,18.05.2008,18.05.2008,2.9,8,NA,NA,NA,2,016.G52Z,16,2008,1
355,1398,Fosstveit,Kraftverk,CHR_SALVESEN_&_CHR_THAMS'S_COMMUNICATIONS_AKTIESELSKAB,915640850,Agder,42,Tvedestrand,13,24.08.2008,24.08.2008,1.99,8,NA,NA,NA,2,018.C1,18,2008,1
376,1614,Heiåi,Kraftverk,VRÅDAL_KRAFT_AS,985780595,Vestfold_og_Telemark,38,Kviteseid,21,03.09.2008,03.09.2008,0.4,1,NA,NA,NA,2,019.G4,19,2008,1
377,1657,Mærdalsåi,Kraftverk,VRÅDAL_KRAFT_AS,985780595,Vestfold_og_Telemark,38,Kviteseid,21,21.01.2008,21.01.2008,0.4,1.01,279,0.17,0.654,2,019.G4,19,2008,1
406,1379,Vassfossen,Kraftverk,RISDAL_ENERGI_AS,987398639,Agder,42,Froland,14,15.04.2008,15.04.2008,5.5,26,134,4.5,0.34,2,020.BCA,20,2008,1
409,1432,Nasvatn,Kraftverk,NASVATN_KRAFTVERK_AS,991231072,Agder,42,Åmli,17,01.07.2008,01.07.2008,0.99,7,386,0.28,NA,2,020.D7A,20,2008,1
446,1430,Veiåni,Kraftverk,SMÅKRAFT_GREEN_BOND_2_AS,825750932,Agder,42,Åseral,24,06.11.2008,06.11.2008,0.75,2,187,0.48,NA,2,022.EA10,22,2008,1
450,1402,Spilling,Kraftverk,SMÅKRAFT_GREEN_BOND_2_AS,825750932,Agder,42,Lindesnes,5,20.11.2008,20.11.2008,1.25,4,116.8,1.25,0.278,2,023.A,23,2008,1
456,1513,Bergesli,Kraftverk,BERGESLI_KRAFTVERK_AS,990917779,Agder,42,Kvinesdal,27,02.07.2008,02.07.2008,0.78,2,NA,NA,NA,2,025.B3Z,25,2008,1
473,1406,Drivdal,Kraftverk,DALANE_KRAFT_AS,982388406,Rogaland,11,Lund,12,14.04.2008,14.04.2008,2.3,8.5,NA,NA,NA,2,026.B0,26,2008,1
542,1909,Vika,Kraftverk,ØYVIND_STORM,974471035,Rogaland,11,Sandnes,8,01.01.2008,01.01.2008,0.099,0.3,NA,NA,NA,2,31.11,31,2008,2
552,1525,Nessa,Kraftverk,NA,NA,Rogaland,11,Hjelmeland,33,01.01.2008,01.01.2008,0.06,0.3,NA,NA,NA,2,33.22,33,2008,2
571,1793,Bog,Kraftverk,BOG_KRAFT_AS,992784954,Rogaland,11,Suldal,34,19.11.2008,19.11.2008,0.09,0.39,NA,NA,NA,2,35.8,35,2008,2
572,1554,Erfjord,Kraftverk,ERFJORD_MIKROKRAFTVERK,992046376,Rogaland,11,Suldal,34,25.08.2008,25.08.2008,0.045,0.16,45,0.08,NA,2,35.8,35,2008,2
578,1414,Maribu,Kraftverk,NORDMARK_TORBJØRN_TØMMERMANN,971055537,Rogaland,11,Suldal,34,16.06.2008,16.06.2008,0.09,0.5,110,0.09,0.278,2,035.7A0,35,2008,2
632,1422,Sønnå_H,Kraftverk,Aktieselskabet_Saudefaldene,915729290,Rogaland,11,Sauda,35,11.07.2008,11.07.2008,212.4,1029.568,550,42,1.405,2,037.B,37,2008,2
633,1421,Sønnå_L,Kraftverk,Aktieselskabet_Saudefaldene,915729290,Rogaland,11,Sauda,35,11.07.2008,11.07.2008,62.5,381.017,253,27.5,0.629,2,037.B,37,2008,2
638,1555,Marvik,Kraftverk,FOSSEKALLEN_KRAFT_AS,991440569,Rogaland,11,Suldal,34,14.10.2008,14.10.2008,0.786,2.2,207,0.47,0.465,2,37.61,37,2008,2
667,1389,Hetland,Kraftverk,HETLAND_KRAFT_AS,992327138,Rogaland,11,Vindafjord,60,24.09.2008,24.09.2008,0.275,1,142,0.27,0.283,2,041.32Z,41,2008,3
675,1384,Rafdal_(Heimeelva),Kraftverk,RAFDAL_ENERGI_AS,980850226,Vestland,46,Etne,11,02.06.2008,02.06.2008,2,7.6,497,0.4,1.151,2,042.22Z,42,2008,3
676,1385,Rafdal_(Ø-Rafdal),Kraftverk,RAFDAL_ENERGI_AS,980850226,Vestland,46,Etne,11,02.06.2008,02.06.2008,0.7,2,187,0.4,0.426,2,042.22Z,42,2008,3
686,1546,Fjellhaugen,Kraftverk,FJELLHAUGEN_SKISENTER_AS,962979327,Vestland,46,Kvinnherad,17,15.09.2008,15.09.2008,0.16,0.8,NA,NA,NA,2,042.B1,42,2008,3
691,1417,Vikaelva,Kraftverk,VIKA_KRAFT_AS,990379289,Vestland,46,Kvinnherad,17,17.09.2008,17.09.2008,4.14,15,401,NA,NA,2,042.61Z,42,2008,3
696,1553,Eide,Kraftverk,EIRIK_M_EIDE,981950275,Vestland,46,Fitjar,15,07.01.2008,07.01.2008,0.09,0.33,210,0.052,0.481,2,44.1,44,2008,3
708,1690,Ilaget,Kraftverk,ILAGET_ENERGI_AS,990311390,Vestland,46,Kvinnherad,17,21.04.2008,21.04.2008,1.7,7.88,450,0.5,0.944,2,045.31Z,45,2008,3
723,1416,Kroka,Kraftverk,ODDBJØRN_KROKA,990146225,Vestland,46,Kvinnherad,17,30.09.2008,30.09.2008,0.47,2.2,125,0.5,0.278,5,046.22Z,46,2008,3
728,1411,Årvik,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Ullensvang,18,05.11.2008,05.11.2008,5.25,17.4,206,2.9,NA,5,046.5Z,46,2008,3
735,1636,Utne,Kraftverk,JAN_ASBJØRN_UTNE,979532601,Vestland,46,Ullensvang,18,04.02.2008,04.02.2008,0.4,1.3,80,NA,NA,5,47.4,47,2008,3
736,1401,Ytre_Alsåker,Kraftverk,SMÅKRAFT_AS,984616155,Vestland,46,Ullensvang,18,06.10.2008,06.10.2008,4.9,19.7,216,NA,NA,5,047.4Z,47,2008,3
776,1506,Porkegjel,Kraftverk,PORKEGJEL_KRAFT_AS,990893446,Vestland,46,Kvam,22,01.09.2008,01.09.2008,0.7,2.2,63.5,1.4,NA,5,52.62,52,2008,3
778,1386,Skålheim,Kraftverk,SKÅLHEIM_KRAFTVERK_AS,990727074,Vestland,46,Kvam,22,07.02.2008,07.02.2008,1.44,3.5,154,1.1,0.363,5,52.62,52,2008,3
780,1364,Bulko,Kraftverk,BULKO_KRAFT_AS,990576289,Vestland,46,Voss,21,21.04.2008,21.04.2008,2.35,7.6,131,2.14,0.306,5,052.1C,52,2008,3
806,1535,Kleivane,Kraftverk,KLEIVANE_ENERGI_DA,997676289,Vestland,46,Samnanger,23,17.04.2008,17.04.2008,0.099,0.4,NA,NA,NA,5,055.C4,55,2008,3
822,1463,Boge_2,Kraftverk,BOGE_KRAFT_AS,985993610,Vestland,46,Vaksdal,28,02.09.2008,02.09.2008,1.25,5.5,261.66,0.6,0.579,5,061.4A,61,2008,4
