"","municip_number","location_number","latlon","sea_temperature","sitting_lice","moving_lice","adult_females","year","month","date","prod_area_id","prod_area_name"
"2291","1804",22235,"(67.190735,15.34955)",5.83,NA,0,0,2011,1,1,9,"Vestfjorden - Vesterålen"
"2292","1804",22235,"(67.190735,15.34955)",5.05,NA,0,0,2011,2,1,9,"Vestfjorden - Vesterålen"
"2293","1804",22235,"(67.190735,15.34955)",3.73,NA,0,0,2011,3,1,9,"Vestfjorden - Vesterålen"
"2294","1804",22235,"(67.190735,15.34955)",2.91,NA,0,0,2011,4,1,9,"Vestfjorden - Vesterålen"
"2295","1804",22235,"(67.190735,15.34955)",3.9,NA,0,0,2011,5,1,9,"Vestfjorden - Vesterålen"
"2296","1804",22235,"(67.190735,15.34955)",6.23,NA,0,0,2011,6,1,9,"Vestfjorden - Vesterålen"
"2297","1804",22235,"(67.190735,15.34955)",9.13,NA,0,0,2011,7,1,9,"Vestfjorden - Vesterålen"
"2298","1804",22235,"(67.190735,15.34955)",12.8,NA,0,0,2011,8,1,9,"Vestfjorden - Vesterålen"
"2299","1913",13306,"(68.69432,17.05325)",4.3,NA,0,0,2005,5,1,10,"Andfjorden - Senja"
"2300","1913",13306,"(68.69432,17.05325)",4.3,NA,0,0,2005,5,1,10,"Andfjorden - Senja"
"2301","1913",13306,"(68.69432,17.05325)",4.3,NA,0,0,2005,5,1,10,"Andfjorden - Senja"
"2302","1913",13306,"(68.69432,17.05325)",4.3,NA,0,0,2005,5,1,10,"Andfjorden - Senja"
"2303","1913",13306,"(68.69432,17.05325)",6.2,NA,0,0,2005,6,1,10,"Andfjorden - Senja"
"2304","1913",13306,"(68.69432,17.05325)",6.2,NA,0,0,2005,6,1,10,"Andfjorden - Senja"
"2305","1913",13306,"(68.69432,17.05325)",6.2,NA,0,0,2005,6,1,10,"Andfjorden - Senja"
"2306","1913",13306,"(68.69432,17.05325)",6.2,NA,0,0,2005,6,1,10,"Andfjorden - Senja"
"2307","1913",13306,"(68.69432,17.05325)",8.9,NA,0,0,2005,7,1,10,"Andfjorden - Senja"
"2308","1913",13306,"(68.69432,17.05325)",8.9,NA,0,0,2005,7,1,10,"Andfjorden - Senja"
"2309","1913",13306,"(68.69432,17.05325)",8.9,NA,0,0,2005,7,1,10,"Andfjorden - Senja"
"2310","1913",13306,"(68.69432,17.05325)",8.9,NA,0,0,2005,7,1,10,"Andfjorden - Senja"
"2311","1913",13306,"(68.69432,17.05325)",11.6,NA,0,0,2005,8,1,10,"Andfjorden - Senja"
"2312","1913",13306,"(68.69432,17.05325)",11.6,NA,0,0,2005,8,1,10,"Andfjorden - Senja"
"2313","1913",13306,"(68.69432,17.05325)",11.6,NA,0,0,2005,8,1,10,"Andfjorden - Senja"
"2314","1913",13306,"(68.69432,17.05325)",11.6,NA,0,0,2005,8,1,10,"Andfjorden - Senja"
"2315","1913",13306,"(68.69432,17.05325)",11.7,NA,0,0,2005,9,1,10,"Andfjorden - Senja"
"2316","1913",13306,"(68.69432,17.05325)",11.7,NA,0,0,2005,9,1,10,"Andfjorden - Senja"
"2317","1913",13306,"(68.69432,17.05325)",11.7,NA,0,0,2005,9,1,10,"Andfjorden - Senja"
"2318","1913",13306,"(68.69432,17.05325)",11.7,NA,0,0,2005,9,1,10,"Andfjorden - Senja"
"2319","1913",13306,"(68.69432,17.05325)",10.2,NA,0.8,0.2,2005,10,1,10,"Andfjorden - Senja"
"2320","1913",13306,"(68.69432,17.05325)",10.2,NA,0.8,0.2,2005,10,1,10,"Andfjorden - Senja"
"2321","1913",13306,"(68.69432,17.05325)",10.2,NA,0.8,0.2,2005,10,1,10,"Andfjorden - Senja"
"2322","1913",13306,"(68.69432,17.05325)",10.2,NA,0.8,0.2,2005,10,1,10,"Andfjorden - Senja"
"2323","1913",13306,"(68.69432,17.05325)",9,NA,0,0,2005,11,1,10,"Andfjorden - Senja"
"2324","1913",13306,"(68.69432,17.05325)",9,NA,0,0,2005,11,1,10,"Andfjorden - Senja"
"2325","1913",13306,"(68.69432,17.05325)",9,NA,0,0,2005,11,1,10,"Andfjorden - Senja"
"2326","1913",13306,"(68.69432,17.05325)",9,NA,0,0,2005,11,1,10,"Andfjorden - Senja"
"2327","1913",13306,"(68.69432,17.05325)",7.7,NA,0.15,0,2005,12,1,10,"Andfjorden - Senja"
"2328","1913",13306,"(68.69432,17.05325)",6,NA,0.05,0,2006,1,1,10,"Andfjorden - Senja"
"2329","1913",13306,"(68.69432,17.05325)",5.5,NA,0,0,2006,2,1,10,"Andfjorden - Senja"
"2330","1913",13306,"(68.69432,17.05325)",3.8,NA,0,0,2006,3,1,10,"Andfjorden - Senja"
"2331","1913",13306,"(68.69432,17.05325)",3.2,NA,0,0,2006,4,1,10,"Andfjorden - Senja"
"2332","1913",13306,"(68.69432,17.05325)",4.7,NA,0,0,2006,5,1,10,"Andfjorden - Senja"
"2333","1913",13306,"(68.69432,17.05325)",7,NA,0,0,2006,6,1,10,"Andfjorden - Senja"
"2334","1913",13306,"(68.69432,17.05325)",8.2,NA,0.3,0,2006,7,1,10,"Andfjorden - Senja"
"2335","1913",13306,"(68.69432,17.05325)",10,NA,0.5,0,2006,8,1,10,"Andfjorden - Senja"
"2336","1913",13306,"(68.69432,17.05325)",12.1,NA,0.3,0,2006,9,1,10,"Andfjorden - Senja"
"2337","1913",13306,"(68.69432,17.05325)",10.6,NA,0.4,0.1,2006,10,1,10,"Andfjorden - Senja"
"2338","1913",13306,"(68.69432,17.05325)",8.7,NA,0.3,0.1,2006,11,1,10,"Andfjorden - Senja"
"2339","1913",13306,"(68.69432,17.05325)",6.7,NA,0,0,2006,12,1,10,"Andfjorden - Senja"
"2340","1913",13306,"(68.69432,17.05325)",6.3,NA,0,0,2007,1,1,10,"Andfjorden - Senja"
"2341","1913",13306,"(68.69432,17.05325)",4.5,NA,0.6,0,2007,2,1,10,"Andfjorden - Senja"
"2342","1913",13306,"(68.69432,17.05325)",3.7,NA,0,0,2007,3,1,10,"Andfjorden - Senja"
"2343","1913",13306,"(68.69432,17.05325)",6.5,NA,0,0,2007,6,1,10,"Andfjorden - Senja"
"2344","1913",13306,"(68.69432,17.05325)",10.7,NA,0,0,2007,7,1,10,"Andfjorden - Senja"
"2345","1913",13306,"(68.69432,17.05325)",13.2,NA,0,0,2007,8,1,10,"Andfjorden - Senja"
"2346","1913",13306,"(68.69432,17.05325)",11.7,NA,0.6,0.2,2007,9,1,10,"Andfjorden - Senja"
"2347","1913",13306,"(68.69432,17.05325)",9.8,NA,1.2,0.6,2007,10,1,10,"Andfjorden - Senja"
"2348","1913",13306,"(68.69432,17.05325)",9,NA,0,0,2007,11,1,10,"Andfjorden - Senja"
"2349","1913",13306,"(68.69432,17.05325)",6.7,NA,0,0,2007,12,1,10,"Andfjorden - Senja"
"2350","1913",13306,"(68.69432,17.05325)",6.1,NA,0,0,2008,1,1,10,"Andfjorden - Senja"
"2351","1913",13306,"(68.69432,17.05325)",5,NA,0.1,0,2008,2,1,10,"Andfjorden - Senja"
"2352","1913",13306,"(68.69432,17.05325)",4.4,NA,0,0,2008,3,1,10,"Andfjorden - Senja"
"2353","1913",13306,"(68.69432,17.05325)",3.5,NA,0,0,2008,4,1,10,"Andfjorden - Senja"
"2354","1913",13306,"(68.69432,17.05325)",4.6,NA,0,0,2008,5,1,10,"Andfjorden - Senja"
"2355","1913",13306,"(68.69432,17.05325)",6,NA,0,0,2008,6,1,10,"Andfjorden - Senja"
"2356","1913",13306,"(68.69432,17.05325)",9.2,NA,0,0,2008,7,1,10,"Andfjorden - Senja"
"2357","1913",13306,"(68.69432,17.05325)",12.1,NA,0,0,2008,8,1,10,"Andfjorden - Senja"
"2358","1913",13306,"(68.69432,17.05325)",12.4,NA,0,0,2008,9,1,10,"Andfjorden - Senja"
"2359","1913",13306,"(68.69432,17.05325)",10.2,NA,0,0,2008,10,1,10,"Andfjorden - Senja"
"2360","1913",13306,"(68.69432,17.05325)",8.5,NA,0,0,2008,11,1,10,"Andfjorden - Senja"
"2361","1913",13306,"(68.69432,17.05325)",7.1,NA,0,0,2008,12,1,10,"Andfjorden - Senja"
"2362","1913",13306,"(68.69432,17.05325)",7,NA,0,0,2009,6,1,10,"Andfjorden - Senja"
"2363","1913",13306,"(68.69432,17.05325)",8.6,NA,0,0,2009,7,1,10,"Andfjorden - Senja"
"2364","1913",13306,"(68.69432,17.05325)",12.6,NA,0,0,2009,8,1,10,"Andfjorden - Senja"
"2365","1913",13306,"(68.69432,17.05325)",13,NA,0.1,0.15,2009,9,1,10,"Andfjorden - Senja"
"2366","1913",13306,"(68.69432,17.05325)",10.5,NA,0.2,0.25,2009,10,1,10,"Andfjorden - Senja"
"2367","1913",13306,"(68.69432,17.05325)",8.5,NA,0.05,0.1,2009,11,1,10,"Andfjorden - Senja"
"2368","1913",13306,"(68.69432,17.05325)",7.5,NA,0.06,0.1,2009,12,1,10,"Andfjorden - Senja"
"2369","1913",13306,"(68.69432,17.05325)",6.7,NA,0.2,0.1,2010,1,1,10,"Andfjorden - Senja"
"2370","1913",13306,"(68.69432,17.05325)",4.7,NA,0,0.1,2010,2,1,10,"Andfjorden - Senja"
"2371","1913",13306,"(68.69432,17.05325)",NA,NA,NA,NA,2010,3,1,10,"Andfjorden - Senja"
"2372","1913",13306,"(68.69432,17.05325)",3.3,NA,0,0,2010,4,1,10,"Andfjorden - Senja"
"2373","1913",13306,"(68.69432,17.05325)",4.35,NA,0,0,2010,5,1,10,"Andfjorden - Senja"
"2374","1913",13306,"(68.69432,17.05325)",5.9,NA,0,0,2010,6,1,10,"Andfjorden - Senja"
"2375","1913",13306,"(68.69432,17.05325)",7.9,NA,0,0,2010,7,1,10,"Andfjorden - Senja"
"2376","1913",13306,"(68.69432,17.05325)",9.1,NA,0,0,2010,8,1,10,"Andfjorden - Senja"
"2377","1913",13306,"(68.69432,17.05325)",10.6,NA,0,0,2010,9,1,10,"Andfjorden - Senja"
"2378","1913",13306,"(68.69432,17.05325)",9.5,NA,0,0.04,2010,10,1,10,"Andfjorden - Senja"
"2379","1913",13306,"(68.69432,17.05325)",8.8,NA,0.08,0,2010,11,1,10,"Andfjorden - Senja"
"2380","1913",13306,"(68.69432,17.05325)",7.2,NA,0.03,0.23,2010,12,1,10,"Andfjorden - Senja"
"2381","1913",13306,"(68.69432,17.05325)",5.7,NA,0.16,0.09,2011,1,1,10,"Andfjorden - Senja"
"2382","1913",13306,"(68.69432,17.05325)",3.7,NA,0,0,2011,2,1,10,"Andfjorden - Senja"
"2383","1913",13306,"(68.69432,17.05325)",3,NA,0,0,2011,3,1,10,"Andfjorden - Senja"
"2384","1913",13306,"(68.69432,17.05325)",2.8,NA,0,0,2011,4,1,10,"Andfjorden - Senja"
"2385","1928",13305,"(69.36843,17.0281)",4,NA,0,0,2005,2,1,10,"Andfjorden - Senja"
"2386","1928",13305,"(69.36843,17.0281)",4,NA,0,0,2005,4,1,10,"Andfjorden - Senja"
"2387","1928",13305,"(69.36843,17.0281)",14,NA,0,0,2005,10,1,10,"Andfjorden - Senja"
"2388","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2005,11,1,10,"Andfjorden - Senja"
"2389","1928",13305,"(69.36843,17.0281)",NA,NA,NA,NA,2005,12,1,10,"Andfjorden - Senja"
"2390","1928",13305,"(69.36843,17.0281)",NA,NA,NA,NA,2006,1,1,10,"Andfjorden - Senja"
"2391","1928",13305,"(69.36843,17.0281)",2.5,NA,0,0,2006,2,1,10,"Andfjorden - Senja"
"2392","1928",13305,"(69.36843,17.0281)",2.5,NA,0,0,2006,3,1,10,"Andfjorden - Senja"
"2393","1928",13305,"(69.36843,17.0281)",3.5,NA,0,0,2006,4,1,10,"Andfjorden - Senja"
"2394","1928",13305,"(69.36843,17.0281)",4,NA,2,1,2006,5,1,10,"Andfjorden - Senja"
"2395","1928",13305,"(69.36843,17.0281)",6,NA,2,2,2006,6,1,10,"Andfjorden - Senja"
"2396","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2006,7,1,10,"Andfjorden - Senja"
"2397","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2006,8,1,10,"Andfjorden - Senja"
"2398","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2006,8,1,10,"Andfjorden - Senja"
"2399","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2006,9,1,10,"Andfjorden - Senja"
"2400","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2006,9,1,10,"Andfjorden - Senja"
"2401","1928",13305,"(69.36843,17.0281)",8,NA,1,0,2006,10,1,10,"Andfjorden - Senja"
"2402","1928",13305,"(69.36843,17.0281)",10,NA,1,1,2006,10,1,10,"Andfjorden - Senja"
"2403","1928",13305,"(69.36843,17.0281)",8,NA,0,2,2006,11,1,10,"Andfjorden - Senja"
"2404","1928",13305,"(69.36843,17.0281)",8,NA,2,2,2006,11,1,10,"Andfjorden - Senja"
"2405","1928",13305,"(69.36843,17.0281)",8,NA,0,0,2006,12,1,10,"Andfjorden - Senja"
"2406","1928",13305,"(69.36843,17.0281)",8,NA,0,0,2006,12,1,10,"Andfjorden - Senja"
"2407","1928",13305,"(69.36843,17.0281)",6,NA,0,0,2007,1,1,10,"Andfjorden - Senja"
"2408","1928",13305,"(69.36843,17.0281)",6,NA,0,0,2007,1,1,10,"Andfjorden - Senja"
"2409","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2007,2,1,10,"Andfjorden - Senja"
"2410","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2007,2,1,10,"Andfjorden - Senja"
"2411","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2007,3,1,10,"Andfjorden - Senja"
"2412","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2007,3,1,10,"Andfjorden - Senja"
"2413","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2007,4,1,10,"Andfjorden - Senja"
"2414","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2007,4,1,10,"Andfjorden - Senja"
"2415","1928",13305,"(69.36843,17.0281)",4,NA,0,0,2007,5,1,10,"Andfjorden - Senja"
"2416","1928",13305,"(69.36843,17.0281)",4,NA,0,0,2007,6,1,10,"Andfjorden - Senja"
"2417","1928",13305,"(69.36843,17.0281)",6,NA,0,0,2008,6,1,10,"Andfjorden - Senja"
"2418","1928",13305,"(69.36843,17.0281)",6,NA,0,0,2008,6,1,10,"Andfjorden - Senja"
"2419","1928",13305,"(69.36843,17.0281)",8,NA,0,0,2008,7,1,10,"Andfjorden - Senja"
"2420","1928",13305,"(69.36843,17.0281)",8,NA,0,0,2008,7,1,10,"Andfjorden - Senja"
"2421","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2008,8,1,10,"Andfjorden - Senja"
"2422","1928",13305,"(69.36843,17.0281)",12,NA,0,0,2008,8,1,10,"Andfjorden - Senja"
"2423","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2008,9,1,10,"Andfjorden - Senja"
"2424","1928",13305,"(69.36843,17.0281)",12,NA,0,0,2008,9,1,10,"Andfjorden - Senja"
"2425","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2008,10,1,10,"Andfjorden - Senja"
"2426","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2008,10,1,10,"Andfjorden - Senja"
"2427","1928",13305,"(69.36843,17.0281)",9,NA,4,2,2008,11,1,10,"Andfjorden - Senja"
"2428","1928",13305,"(69.36843,17.0281)",9,NA,4,2,2008,11,1,10,"Andfjorden - Senja"
"2429","1928",13305,"(69.36843,17.0281)",7,NA,3,2,2008,12,1,10,"Andfjorden - Senja"
"2430","1928",13305,"(69.36843,17.0281)",7,NA,3,2,2008,12,1,10,"Andfjorden - Senja"
"2431","1928",13305,"(69.36843,17.0281)",6,NA,0,0,2009,1,1,10,"Andfjorden - Senja"
"2432","1928",13305,"(69.36843,17.0281)",6,NA,0,0,2009,1,1,10,"Andfjorden - Senja"
"2433","1928",13305,"(69.36843,17.0281)",5,NA,0,0,2009,2,1,10,"Andfjorden - Senja"
"2434","1928",13305,"(69.36843,17.0281)",6,NA,0,0,2009,2,1,10,"Andfjorden - Senja"
"2435","1928",13305,"(69.36843,17.0281)",4,NA,0,0,2009,3,1,10,"Andfjorden - Senja"
"2436","1928",13305,"(69.36843,17.0281)",5,NA,0,0,2009,3,1,10,"Andfjorden - Senja"
"2437","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2009,4,1,10,"Andfjorden - Senja"
"2438","1928",13305,"(69.36843,17.0281)",4,NA,0,0,2009,4,1,10,"Andfjorden - Senja"
"2439","1928",13305,"(69.36843,17.0281)",5,NA,0,0,2009,5,1,10,"Andfjorden - Senja"
"2440","1928",13305,"(69.36843,17.0281)",4.5,NA,0,0,2009,5,1,10,"Andfjorden - Senja"
"2441","1928",13305,"(69.36843,17.0281)",7,NA,0,0,2009,6,1,10,"Andfjorden - Senja"
"2442","1928",13305,"(69.36843,17.0281)",6.5,NA,0,0,2009,6,1,10,"Andfjorden - Senja"
"2443","1928",13305,"(69.36843,17.0281)",8,NA,0,0,2009,7,1,10,"Andfjorden - Senja"
"2444","1928",13305,"(69.36843,17.0281)",8,NA,0,0,2009,7,1,10,"Andfjorden - Senja"
"2445","1928",13305,"(69.36843,17.0281)",13,NA,1,0,2009,8,1,10,"Andfjorden - Senja"
"2446","1928",13305,"(69.36843,17.0281)",13,NA,1,0,2009,8,1,10,"Andfjorden - Senja"
"2447","1928",13305,"(69.36843,17.0281)",12,NA,2,0,2009,9,1,10,"Andfjorden - Senja"
"2448","1928",13305,"(69.36843,17.0281)",12,NA,2,0,2009,9,1,10,"Andfjorden - Senja"
"2449","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2009,10,1,10,"Andfjorden - Senja"
"2450","1928",13305,"(69.36843,17.0281)",10,NA,2,0,2009,10,1,10,"Andfjorden - Senja"
"2451","1928",13305,"(69.36843,17.0281)",8,NA,0,0,2010,6,1,10,"Andfjorden - Senja"
"2452","1928",13305,"(69.36843,17.0281)",8,NA,0,0,2010,6,1,10,"Andfjorden - Senja"
"2453","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2010,7,1,10,"Andfjorden - Senja"
"2454","1928",13305,"(69.36843,17.0281)",10,NA,0,0,2010,7,1,10,"Andfjorden - Senja"
"2455","1928",13305,"(69.36843,17.0281)",11,NA,0,0,2010,8,1,10,"Andfjorden - Senja"
"2456","1928",13305,"(69.36843,17.0281)",11,NA,0,0,2010,8,1,10,"Andfjorden - Senja"
"2457","1928",13305,"(69.36843,17.0281)",11,NA,0.2,0.1,2010,9,1,10,"Andfjorden - Senja"
"2458","1928",13305,"(69.36843,17.0281)",11,NA,0.1,0.1,2010,9,1,10,"Andfjorden - Senja"
"2459","1928",13305,"(69.36843,17.0281)",11,NA,0,0,2010,10,1,10,"Andfjorden - Senja"
"2460","1928",13305,"(69.36843,17.0281)",11,NA,0,0,2010,10,1,10,"Andfjorden - Senja"
"2461","1928",13305,"(69.36843,17.0281)",8,NA,0,0,2010,11,1,10,"Andfjorden - Senja"
"2462","1928",13305,"(69.36843,17.0281)",8,NA,0,0,2010,11,1,10,"Andfjorden - Senja"
"2463","1928",13305,"(69.36843,17.0281)",6,NA,0,0,2010,12,1,10,"Andfjorden - Senja"
"2464","1928",13305,"(69.36843,17.0281)",6,NA,0,0,2010,12,1,10,"Andfjorden - Senja"
"2465","1928",13305,"(69.36843,17.0281)",4,NA,0,0,2011,1,1,10,"Andfjorden - Senja"
"2466","1928",13305,"(69.36843,17.0281)",4,NA,0,0,2011,1,1,10,"Andfjorden - Senja"
"2467","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2011,2,1,10,"Andfjorden - Senja"
"2468","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2011,2,1,10,"Andfjorden - Senja"
"2469","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2011,3,1,10,"Andfjorden - Senja"
"2470","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2011,3,1,10,"Andfjorden - Senja"
"2471","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2011,4,1,10,"Andfjorden - Senja"
"2472","1928",13305,"(69.36843,17.0281)",3,NA,0,0,2011,4,1,10,"Andfjorden - Senja"
"2473","1928",13305,"(69.36843,17.0281)",5,NA,0,0,2011,5,1,10,"Andfjorden - Senja"
"2474","1928",13305,"(69.36843,17.0281)",5,NA,0,0,2011,5,1,10,"Andfjorden - Senja"
"2475","1928",13305,"(69.36843,17.0281)",7,NA,0,0,2011,6,1,10,"Andfjorden - Senja"
"2476","1928",13305,"(69.36843,17.0281)",7,NA,0,0,2011,6,1,10,"Andfjorden - Senja"
"2477","1928",13305,"(69.36843,17.0281)",9,NA,0,0,2011,7,1,10,"Andfjorden - Senja"
"2478","1928",13305,"(69.36843,17.0281)",9,NA,0,0,2011,7,1,10,"Andfjorden - Senja"
"2479","1928",13305,"(69.36843,17.0281)",11,NA,1,0,2011,8,1,10,"Andfjorden - Senja"
"2480","1928",13305,"(69.36843,17.0281)",11,NA,1,0,2011,8,1,10,"Andfjorden - Senja"
"2481","1928",13305,"(69.36843,17.0281)",12,NA,1,0,2011,9,1,10,"Andfjorden - Senja"
"2482","1928",13305,"(69.36843,17.0281)",12,NA,1,0,2011,9,1,10,"Andfjorden - Senja"
"2483","1928",13305,"(69.36843,17.0281)",11,NA,1,0,2011,10,1,10,"Andfjorden - Senja"
"2484","1928",13305,"(69.36843,17.0281)",11,NA,1,0,2011,10,1,10,"Andfjorden - Senja"
"2485","1928",13305,"(69.36843,17.0281)",9,NA,1,0,2011,11,1,10,"Andfjorden - Senja"
"2486","1845",13297,"(67.448814,15.487967)",6.7,NA,0.1,0,2005,2,1,9,"Vestfjorden - Vesterålen"
"2487","1845",13297,"(67.448814,15.487967)",4.9,NA,0.1,0,2005,3,1,9,"Vestfjorden - Vesterålen"
"2488","1845",13297,"(67.448814,15.487967)",5.05,NA,0.1,0.1,2005,4,1,9,"Vestfjorden - Vesterålen"
"2489","1845",13297,"(67.448814,15.487967)",4.96,NA,0.05,0.3,2005,5,1,9,"Vestfjorden - Vesterålen"
"2490","1845",13297,"(67.448814,15.487967)",NA,NA,NA,NA,2005,6,1,9,"Vestfjorden - Vesterålen"
"2491","1845",13297,"(67.448814,15.487967)",13.47,NA,0.2,0.1,2006,8,1,9,"Vestfjorden - Vesterålen"
"2492","1845",13297,"(67.448814,15.487967)",13.86,NA,0,0.05,2006,9,1,9,"Vestfjorden - Vesterålen"
"2493","1845",13297,"(67.448814,15.487967)",12.55,NA,0.5,0,2006,10,1,9,"Vestfjorden - Vesterålen"
"2494","1845",13297,"(67.448814,15.487967)",5.62,NA,0,0,2008,5,1,9,"Vestfjorden - Vesterålen"
"2495","1845",13297,"(67.448814,15.487967)",10.1,NA,0,0,2008,7,1,9,"Vestfjorden - Vesterålen"
"2496","1845",13297,"(67.448814,15.487967)",12.87,NA,0.1,0,2008,8,1,9,"Vestfjorden - Vesterålen"
"2497","1845",13297,"(67.448814,15.487967)",12.31,NA,0.1,0.05,2008,9,1,9,"Vestfjorden - Vesterålen"
"2498","1845",13297,"(67.448814,15.487967)",10.36,NA,0,0.06,2008,10,1,9,"Vestfjorden - Vesterålen"
"2499","1845",13297,"(67.448814,15.487967)",10,NA,0.06,0.06,2008,11,1,9,"Vestfjorden - Vesterålen"
"2500","1845",13297,"(67.448814,15.487967)",8.37,NA,0.05,0.07,2008,12,1,9,"Vestfjorden - Vesterålen"
"2501","1845",13297,"(67.448814,15.487967)",7,NA,0.1,0.1,2009,1,1,9,"Vestfjorden - Vesterålen"
"2502","1845",13297,"(67.448814,15.487967)",5.5,NA,0,0,2009,3,1,9,"Vestfjorden - Vesterålen"
"2503","1845",13297,"(67.448814,15.487967)",5.75,NA,0,0,2009,4,1,9,"Vestfjorden - Vesterålen"
"2504","1845",13297,"(67.448814,15.487967)",5.4,NA,0,0,2009,5,1,9,"Vestfjorden - Vesterålen"
"2505","1845",13297,"(67.448814,15.487967)",7.55,NA,0,0,2009,6,1,9,"Vestfjorden - Vesterålen"
"2506","1845",13297,"(67.448814,15.487967)",11.51,NA,0.05,0,2009,7,1,9,"Vestfjorden - Vesterålen"
"2507","1845",13297,"(67.448814,15.487967)",12.48,NA,0.1,0,2009,8,1,9,"Vestfjorden - Vesterålen"
"2508","1845",13297,"(67.448814,15.487967)",13.08,NA,0.25,0,2009,9,1,9,"Vestfjorden - Vesterålen"
"2509","1845",13297,"(67.448814,15.487967)",11.32,NA,0.77,0.05,2009,10,1,9,"Vestfjorden - Vesterålen"
"2510","1845",13297,"(67.448814,15.487967)",10.11,NA,0.55,0.2,2009,11,1,9,"Vestfjorden - Vesterålen"
"2511","1845",13297,"(67.448814,15.487967)",9.69,NA,0.18,0.13,2009,12,1,9,"Vestfjorden - Vesterålen"
"2512","1845",13297,"(67.448814,15.487967)",8.77,NA,2.29,0.12,2010,1,1,9,"Vestfjorden - Vesterålen"
"2513","1845",13297,"(67.448814,15.487967)",6.42,NA,2.95,1.85,2010,3,1,9,"Vestfjorden - Vesterålen"
"2514","1845",13297,"(67.448814,15.487967)",5.93,NA,0.65,0.35,2010,4,1,9,"Vestfjorden - Vesterålen"
"2515","1845",13297,"(67.448814,15.487967)",5.92,NA,0.33,0.53,2010,5,1,9,"Vestfjorden - Vesterålen"
"2516","1845",13297,"(67.448814,15.487967)",6.09,NA,0,0.05,2010,6,1,9,"Vestfjorden - Vesterålen"
"2517","1845",13297,"(67.448814,15.487967)",9.4,NA,0.35,0.03,2010,7,1,9,"Vestfjorden - Vesterålen"
"2518","1845",13297,"(67.448814,15.487967)",10.23,NA,0.21,0.21,2010,8,1,9,"Vestfjorden - Vesterålen"
"2519","1845",13297,"(67.448814,15.487967)",11.62,NA,0.35,0.3,2010,9,1,9,"Vestfjorden - Vesterålen"
"2520","1845",13297,"(67.448814,15.487967)",8.82,NA,0.9,0.4,2010,10,1,9,"Vestfjorden - Vesterålen"
"2521","1845",13297,"(67.448814,15.487967)",9.8,NA,10.35,2.52,2010,11,1,9,"Vestfjorden - Vesterålen"
"2522","1845",13297,"(67.448814,15.487967)",8.99,NA,2.05,0.65,2010,12,1,9,"Vestfjorden - Vesterålen"
"2523","1845",13297,"(67.448814,15.487967)",6.96,NA,3.45,3.65,2011,1,1,9,"Vestfjorden - Vesterålen"
"2524","1865",13296,"(68.582535,14.941883)",4.9,NA,0.5,0.15,2005,2,NA,9,"Vestfjorden - Vesterålen"
"2525","1865",13296,"(68.582535,14.941883)",4,NA,0,0,2005,3,NA,9,"Vestfjorden - Vesterålen"
"2526","1865",13296,"(68.582535,14.941883)",4,NA,0.15,0,2005,4,NA,9,"Vestfjorden - Vesterålen"
"2527","1865",13296,"(68.582535,14.941883)",3.9,NA,0.2,0,2005,5,NA,9,"Vestfjorden - Vesterålen"
"2528","1865",13296,"(68.582535,14.941883)",6.4,NA,0.15,0.15,2005,6,NA,9,"Vestfjorden - Vesterålen"
"2529","1865",13296,"(68.582535,14.941883)",8.1,NA,0.5,0.8,2005,7,NA,9,"Vestfjorden - Vesterålen"
"2530","1865",13296,"(68.582535,14.941883)",9.1,NA,0,0,2005,8,NA,9,"Vestfjorden - Vesterålen"
"2531","1865",13296,"(68.582535,14.941883)",0,NA,0,0,2005,9,NA,9,"Vestfjorden - Vesterålen"
"2532","1865",13296,"(68.582535,14.941883)",9.3,NA,0,0,2007,7,NA,9,"Vestfjorden - Vesterålen"
"2533","1865",13296,"(68.582535,14.941883)",13.1,NA,0,0,2007,8,NA,9,"Vestfjorden - Vesterålen"
"2534","1865",13296,"(68.582535,14.941883)",13.3,NA,0.1,0.2,2007,9,NA,9,"Vestfjorden - Vesterålen"
