"year","county","municip_number","municip_name","total_mcp_area","sea_mcp_area","prod_area_id","prod_area_name","laks_jan_beh_kg","laks_feb_beh_kg","laks_mar_beh_kg","laks_apr_beh_kg","laks_mai_beh_kg","laks_jun_beh_kg","laks_jul_beh_kg","laks_aug_beh_kg","laks_sep_beh_kg","laks_okt_beh_kg","laks_nov_beh_kg","laks_des_beh_kg","regnb_jan_beh_kg","regnb_feb_beh_kg","regnb_mar_beh_kg","regnb_apr_beh_kg","regnb_mai_beh_kg","regnb_jun_beh_kg","regnb_jul_beh_kg","regnb_aug_beh_kg","regnb_sep_beh_kg","regnb_okt_beh_kg","regnb_nov_beh_kg","regnb_des_beh_kg"
2007,"ROGALAND OG AGDER","1141","Finnøy",388.3073287,283.9151293,2,"Ryfylke",6025963.912,9701914.213,7109200.648,7348238.419,7032613.498,6202841.12,4476632.745,4390645.536,4767969.445,6633517.692,7713248.371,8689832.933,0,0,0,0,0,0,0,0,0,0,0,0
2007,"ROGALAND OG AGDER","1142","Rennesøy",215.3021677,149.7881054,2,"Ryfylke",3142043.685,3341341.459,3227173.479,3309029.112,3220505.448,2005994.791,53625.25,92498.112,188759.001,264881.587,382969.848,607634.464,0,0,0,0,0,0,0,0,0,0,0,0
2007,"ROGALAND OG AGDER","1145","Bokn",188.6204715,141.4520961,2,"Ryfylke",0,2200725.332,2411828.985,2940509.939,3432158.164,3812214.201,4046806.172,4356198.982,4521255.574,4529119.403,3633930.425,1878239.986,0,0,0,0,0,0,0,0,0,0,0,0
2007,"ROGALAND OG AGDER","1146","Tysvær",635.7009671,210.2175249,2,"Ryfylke",3931114.657,3530599.217,3894964.136,4527337.281,3046658.033,6338601.409,3682963.033,5397136.55,5371593.334,2500471.668,2067885.177,1791118.11,0,0,0,0,0,0,0,0,0,0,0,0
2007,"ROGALAND OG AGDER","1149","Karmøy",1347.71291,1117.755891,3,"Karmøy - Sotra",592053.378,688254.238,791180.57,995681.996,1194157.636,1305896.896,1347612.237,1205615.559,1237363.755,1567358.685,57728.99,81115.89,65044.336,77542.95,90072.745,111138.456,146669.864,194870.016,253499.82,256106.928,207343.5,143539.968,0,0
2007,"ROGALAND OG AGDER","1160","Vindafjord",765.0393543,144.4528759,3,"Karmøy - Sotra",3698390.629,3659762.201,2257587.207,2219856.936,1681913.515,1695040.505,2245517.223,3228441.311,4080980.325,5069379.593,5669291.234,4993818.054,61803.35,56860.36,57529.8,59763.8,65084.36,73554.22,83718.04,130034.7,92962.1,100846.4,100925.96,58628.455
2007,"HORDALAND","1201","Bergen",570.1995911,105.4849028,3,"Karmøy - Sotra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1211","Etne",813.6223475,78.34093032,3,"Karmøy - Sotra",4889028.779,5179061.924,4701147.594,4785650.007,3924321.819,2622167.795,2550241.259,2749778.306,3266838.105,4129398.45,4667159.973,4898405.743,218465.94,177313.5,175803,209113.2,275769.6,409082.4,470404.48,675318,738748.6,883463.9,505142.4,0
2007,"HORDALAND","1216","Sveio",373.9963504,127.8434417,3,"Karmøy - Sotra",3925933.325,4052559.775,2207833.117,3721983.154,4614562.524,5204729.077,5842541.021,6675417.1,5144326.754,4891812.676,4869507.594,5434150.992,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1219","Bømlo",1657.340024,1410.765071,3,"Karmøy - Sotra",5465978.113,5265968.524,5039812.497,4741848.347,4329469.065,4829418.965,5594313.314,4997571.358,6271003.953,6354387.27,6634078.387,7069774.285,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1221","Stord",225.8352936,82.10288014,3,"Karmøy - Sotra",0,0,0,0,0,0,0,0,0,0,0,0,889848.292,990143.042,1088535.63,1020753.329,1231924.194,1334495.147,1552407.217,1817908.404,2051813.563,1994671.969,1732260.555,1315922.182
2007,"HORDALAND","1222","Fitjar",240.604969,98.14389542,3,"Karmøy - Sotra",4265846.593,4434795.188,4154699.654,3637355.087,4191203.275,4686837.817,4831086.668,4213075.813,2730567.755,3488577.856,2904281.828,3316210.167,99647.52,115202.5,133269,160624.4,211805.55,264650,949531.054,412474,484501.109,588151.502,793077.009,669673.474
2007,"HORDALAND","1223","Tysnes",482.4829466,227.3679339,3,"Karmøy - Sotra",3810095.969,4357767.802,5016727.166,5753009.446,6029273.87,5543590.206,5686297.548,5564179.907,5620369.894,5930187.896,6647248.424,6888225.849,744579.095,0,0,236490.482,326968.457,494422.874,596128.254,800088.964,1125096.685,1438258.195,1734865.299,1992939.519
2007,"HORDALAND","1224","Kvinnherad",1505.831668,415.085879,3,"Karmøy - Sotra",11096847.196,11435992.692,11502379.844,11627488.609,11929104.444,14297339.241,15187333.092,17218834.505,17280894.171,16154517.594,12947332.815,9996439.749,47259.286,50776.494,54018.9,57455.769,63178.396,0,0,0,0,0,0,0
2007,"HORDALAND","1227","Jondal",330.9853245,83.91339296,3,"Karmøy - Sotra",4900496.326,4635651.164,5067372.39,3349877.73,7149383.415,976463.282,831793.834,1343558.701,1924615.506,2606400.119,3203021.807,3161947.132,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1238","Kvam",762.0051348,145.0727491,3,"Karmøy - Sotra",4170879.703,4075627.817,4006458.682,4168488.731,3699667.146,3056342.326,3664296.876,4635493.44,5943966.688,7102165.098,7604495.378,8041103.896,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1241","Fusa",507.0776654,129.2463033,3,"Karmøy - Sotra",5695679.968,5432179.357,5382387.389,5220360.439,5722891.256,5666300.873,5410915.351,5714557.921,6585377.696,6773946.76,6959994.662,7865288.716,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1242","Samnanger",290.0844722,21.0179771,3,"Karmøy - Sotra",900265.111,988993.609,1070022.32,817645.677,669822.018,734693.251,875182.771,779616.052,511142.847,549424.004,486899.97,184811.729,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1243","Os",245.5334546,105.9583688,3,"Karmøy - Sotra",3256594.845,2389186.481,2064776.88,2336451.843,2449049.059,1081423.539,1222353.76,1622138.763,2038287.691,1274726.658,791303.038,951746.814,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1244","Austevoll",947.0877377,829.8981232,3,"Karmøy - Sotra",11151564.372,11469935.009,10305540.877,10759981.247,8924982.809,6980097.047,3729977.181,3831583.932,4966427.427,7166580.412,7870063.429,7462084.925,2509042.98,2221434.384,1459810.034,826029.332,385431.24,536866.99,674857.45,874368.66,1103866,1461450.64,1811673.868,2077399.322
2007,"HORDALAND","1245","Sund",564.9350737,465.3951173,3,"Karmøy - Sotra",459080.115,420373.601,473472.333,563722.288,659641.46,737296.486,1024198.156,1244734.335,1727697.798,2491035.858,3030047.434,3379279.509,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1246","Fjell",768.9276823,620.7603078,3,"Karmøy - Sotra",1026585.632,1156029.223,1324105.371,1572524.647,1906733.148,2259179.653,2712185.355,3108111.37,3189522.261,2575417.683,1632734.11,1025903.854,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1247","Askøy",219.6391485,118.5156823,4,"Sotra - Stadt",0,0,0,125208.656,241919.204,396916.562,690483.665,1145530.337,1559138.355,1985573.516,2308366.885,2503918.321,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1253","Osterøy",311.6455974,56.5278112,4,"Sotra - Stadt",0,0,0,0,0,0,0,0,0,0,0,0,7741514.334,6009864.347,8396243.268,6779020.816,9302643.748,9938147.257,10678004.515,11335991.261,10162147.158,8365802.294,6113452.417,6074471.45
2007,"HORDALAND","1256","Meland",130.5215556,37.93871393,4,"Sotra - Stadt",1179225.728,1307012.755,1444438.112,1586776.223,1193909.751,441128.28,412962.296,475352.018,275694.099,324763.575,199764.258,0,0,0,0,0,0,0,0,0,0,1293375.261,940080.219,588105.552
2007,"HORDALAND","1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt",1246728.262,1411947.485,1583839.223,1785580.026,1597295.563,1871620.445,2384445.511,3074073.236,3522752.693,3763975.315,3430485.32,2617443.775,640105.983,215475.442,550727.155,295480.89,385016.951,724941.922,1041058.455,1396059.437,1787468.453,645886.72,691296.61,839491.368
2007,"HORDALAND","1260","Radøy",209.7977221,98.34900146,4,"Sotra - Stadt",668327.41,742912.723,834624.411,783831.234,754132.591,705401.851,717637.896,691354.305,898561.499,764273.739,560787.514,634178.605,2250794.843,125864.144,2670189.15,164505.39,2704713.356,2301184.72,2141563.321,1650484.783,1553016.209,675925.945,826114.336,1021860.258
2007,"HORDALAND","1263","Lindås",637.0389369,162.042687,4,"Sotra - Stadt",151595.088,276907.51,205267.987,247457.878,307031.207,449268.735,520486.049,599188.53,739369.484,953755.399,927420.959,1207432.187,998636.316,593425.386,886002.402,841933.297,1265823.369,1396378.021,1549683.849,2090331.715,2354155.639,2526544.759,2680303.627,2597066.133
2007,"HORDALAND","1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt",0,0,0,20160.881,36657.58,53121.787,92706.796,146369.827,238291.346,340561.068,436641.845,507927.557,0,0,0,0,0,0,0,0,0,0,0,0
2007,"HORDALAND","1266","Masfjorden",641.7115291,85.64212657,4,"Sotra - Stadt",56475.424,64689.087,70646.836,76704.969,87741.062,87570.893,97678.808,123088.256,170658.037,141541.587,135328.523,73967.214,648547.66,790498.67,943509.6,901831.42,1082720.975,1114077.19,708982.439,860070.967,777042.27,0,0,0
2007,"SOGN OG FJORDANE","1401","Flora",2140.216593,1447.185281,4,"Sotra - Stadt",3608002.689,3481725.189,2687103.818,656125.365,1661254.707,1093277.483,2068912.753,1542700.378,1304099.574,2380078.433,2716557.664,3040844.766,474006.5,514233.277,174182.217,212534.173,358998.257,496144.588,755339.09,1040636.559,1274398.603,1390199.691,1386255.848,1108100.138
2007,"SOGN OG FJORDANE","1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt",7052478.237,6931217.839,6402906.481,6084004.433,5235302.675,4289600.219,4444829.736,5018027.098,5127189.56,4354017.867,3723695.281,2368115.447,3730932.68,4005040.638,4252823.088,4802120.016,4798457.451,4897674.157,4728949.026,4018177.55,2602389.18,3983267.275,4359011.26,4379223.508
2007,"SOGN OG FJORDANE","1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt",3580720.651,3379250.187,3258864.594,3761189.877,3872890.358,4540747.419,4152088.797,4990824.31,4824644.749,5108778.377,4355550.613,3570226.858,1802191.47,1843422.266,1693899.195,838761.435,297978.988,378966.92,480768.094,644420.287,787978.691,848938.786,0,0
2007,"SOGN OG FJORDANE","1413","Hyllestad",384.2061598,125.3011533,4,"Sotra - Stadt",5026651.318,4249884.886,4227312.389,4799782.124,4360455.503,5377661.852,4751583.601,4113610.024,4884645.965,5377402.58,6030489.096,6105220.356,66482.65,84865.84,107305.8,135838.22,204150,277838.675,372803.165,486160.926,578169.203,678074.986,747508.251,765282.256
2007,"SOGN OG FJORDANE","1416","Høyanger",1117.215544,209.0251517,4,"Sotra - Stadt",345502.913,367124.71,393739.2,498765.1,634087.3,810383.545,726102.329,594540.65,455911.512,305624.275,362377.041,411893.111,1140522.608,753412.715,562667.755,630442.057,804245.665,1052573.676,1444996.836,1669815.151,1460175.452,926358.91,967278.636,911727.8
2007,"SOGN OG FJORDANE","1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt",1169081.806,1324431.644,1514260.552,1786136.742,1417380.577,1261204.764,1377220.195,4047965.671,1863530.1,1866450.877,3707348.591,2610096.158,1041840.153,1226885.811,1424899.918,1626400.32,1908793.428,1674033.089,2044896.452,71591.125,2128687.458,1511648.438,0,1332566.737
2007,"SOGN OG FJORDANE","1429","Fjaler",488.1563815,71.53865419,4,"Sotra - Stadt",4837290.46,5007781.849,4810492.295,3501473.493,3064069.799,1361091.39,1616011.857,2230714.482,3024261.892,3832149.255,4534444.009,4657085.765,0,0,0,0,0,0,0,0,0,0,0,0
2007,"SOGN OG FJORDANE","1438","Bremanger",1931.69721,1098.600948,4,"Sotra - Stadt",3023814.134,3345389.947,3775195.82,4443927.777,5252220.492,6213597.701,6600037.388,6996336.494,7547796.311,7841028.373,7757770.438,6132987.201,0,0,0,0,0,0,0,0,0,0,0,0
2007,"SOGN OG FJORDANE","1439","Vågsøy",820.8877962,644.1892052,4,"Sotra - Stadt",6302603.378,6356166.403,6406872.919,6095027.657,4681634.529,2787073.644,1081996.241,1267078.141,1704432.988,2342566.928,2920198.055,3341124.198,205699.646,225656.029,86600.623,96644.285,0,0,0,0,24277.621,25825.916,38430.636,45609.28
2007,"SOGN OG FJORDANE","1441","Selje",1041.307731,815.1905357,4,"Sotra - Stadt",3562282.701,3645419.242,3637023.617,3410909.698,3247596.898,899202.889,1059159.44,1048474.104,1694067.267,2082643.53,2464526.867,2640335.974,67949.805,82027.34,101137.097,115860.935,166544.622,187726.972,209068.496,0,290983.418,258797.574,52777.8,0
2007,"MØRE OG ROMSDAL","1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika",13583.68,29243.62,37110.348,97680.916,160411.464,254442.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1505","Kristiansund",669.4597917,582.0243919,6,"Nordmøre - Sør-Trøndelag",2949325.286,3277498.282,3778835.57,4360915.437,1509957.471,1896956.164,0,0,0,0,0,0,652918.243,687689.503,586422.059,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika",2818394.855,3144133.804,2609010.431,2946786.874,2520996.27,2138529.342,2629989.584,159516.897,461995.104,288775,0,0,94100,117000,0,152415,193050,0,0,0,354165,180200,0,0
2007,"MØRE OG ROMSDAL","1529","Skodje",156.8868977,36.85781839,5,"Stad - Hustadvika",704399.926,763077.392,780093.979,859410.705,1180690.94,491764.443,687289.774,518247.945,583159.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1511","Vanylven",483.5926223,98.374729,5,"Stad - Hustadvika",1430471.213,1593141.961,1789825.32,2241548.162,2707168.247,3320558.384,3695905.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1514","Sande",458.0518878,364.8451659,5,"Stad - Hustadvika",299515.22,336596.355,381802.7,898691.493,737236.588,597175.497,742120.508,932476.958,1047071.136,1253154.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1515","Herøy",1193.288082,1073.763572,5,"Stad - Hustadvika",1653532.972,1797269.418,1585236.74,1824297.353,2184812.077,2566081.457,3054341.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1519","Volda",656.4932671,109.2593826,5,"Stad - Hustadvika",3178712.751,3239102.508,3209333.4,2731107,1941696.376,827016.643,905572.921,74880.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1520","Ørsta",943.5737474,139.138279,5,"Stad - Hustadvika",1409104.344,1557706.97,1800934.183,2118788.67,2431402.109,2910087.744,3383851.162,236300.709,328306.69,429328.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1525","Stranda",944.3724368,78.50341444,5,"Stad - Hustadvika",0,0,0,0,0,0,0,0,0,0,0,0,2347137.51,1954183.39,969560.37,2518076.28,2139482.99,2381263.54,4142137.01,3901804.99,4656689.84,4098650.42,0,0
2007,"MØRE OG ROMSDAL","1529","Skodje",156.8868977,36.85781839,5,"Stad - Hustadvika",0,0,0,0,13398.754,27357.572,51795.263,103526.46,169788.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika",2815679.097,2823103.5,2892420.011,2210819.93,833874.396,1116334.219,1612326.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1534","Haram",1063.325832,802.1936015,5,"Stad - Hustadvika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1535","Vestnes",466.4075422,114.7066027,5,"Stad - Hustadvika",3926917.351,4095949.337,4158019.642,4374237.041,1624353.405,1220869.257,591478.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1539","Rauma",1635.105545,132.9582198,5,"Stad - Hustadvika",1525956.904,1298436.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1543","Nesset",1131.560319,85.48888667,5,"Stad - Hustadvika",0,0,0,0,0,0,0,0,0,0,0,0,324620.488,377848.849,466531.281,593964.216,878128.653,1343570.608,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1545","Midsund",275.1037587,180.4542533,5,"Stad - Hustadvika",1503254.7,1453625.838,145600,865552.144,0,564371.255,541286.756,692157.609,1037481.681,247135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1547","Aukra",461.7591187,402.6819283,5,"Stad - Hustadvika",1419103.735,1153976.2,1390120.054,1748803.608,2019539.732,2434114.852,2553982.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1548","Fræna",1123.537617,753.7385211,5,"Stad - Hustadvika",1370293.145,1433795.86,1669646.699,2007196.557,2079793.097,2338618.242,2708317.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1551","Eide",445.1395783,293.0397792,6,"Nordmøre - Sør-Trøndelag",278644.078,329023.262,316836.853,378597.738,450759.491,537110.583,649630.19,707962.693,644672.743,771948.394,888709.163,570262.468,197351.002,217276.084,235303.677,261707.589,321157.42,271927.83,293628.371,189758.918,195343.683,0,0,0
2007,"MØRE OG ROMSDAL","1554","Averøy",718.5878787,542.9088935,6,"Nordmøre - Sør-Trøndelag",444434.376,506984.415,149512.347,178227.409,259353.567,188895.577,0,0,0,0,0,0,0,0,5423.76,6283.846,8116.48,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag",2558605.378,2675281.123,2777444.349,525723.8,650524.853,842772.083,0,0,0,0,0,0,588527.715,624447.873,686567.04,774453.082,940606.147,1207233.007,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1560","Tingvoll",504.8050354,167.995332,6,"Nordmøre - Sør-Trøndelag",1183667.201,1300990.731,774620.839,853011.546,942337.824,0,0,0,0,0,0,86807.415,224680.599,288474.333,96191.02,106663.212,119360.216,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1563","Sunndal",1799.591061,86.22058664,6,"Nordmøre - Sør-Trøndelag",696.305,972.598,1573.88,1108,1398.824,0,0,0,0,0,0,0,433.2,514.8,363,0,343.8,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1571","Halsa",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag",2666119.722,3135639.653,926306.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1573","Smøla",2154.4903,1882.580854,6,"Nordmøre - Sør-Trøndelag",5078406.443,4447066.264,2148325.455,2343646.592,2730004.595,3563666.416,4854460.572,5361090.533,5407991.197,4625774.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1576","Aure",1048.31036,406.9303226,6,"Nordmøre - Sør-Trøndelag",2389972.623,1530116.009,0,0,0,0,0,15164.1,41362.925,82618.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1519","Volda",656.4932671,109.2593826,5,"Stad - Hustadvika",3064799.137,3045530.045,3039842.897,2755518.97,2313843.672,1708127.311,1329948.684,1427810.391,1903394.345,1828303.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"MØRE OG ROMSDAL","1524","Norddal",986.6701771,43.15651477,5,"Stad - Hustadvika",0,0,0,0,0,0,0,0,0,0,0,0,1389513.1,1647319.94,1902369.35,1368647.42,1754320.62,1535959.77,1325248.25,1249687.62,695446.64,0,0,0
2007,"NORDLAND","1804","Bodø",4826.69546,3431.421782,9,"Vestfjorden - Vesterålen",704392.018,704392.018,594942.957,628615.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1850","c(\Tysfjord\, \Divtasvuodna\)",1929.019449,465.2612621,9,"Vestfjorden - Vesterålen",213349.075,220478.244,236014.992,254993.302,283662.774,321202.286,401129.941,339570.734,331459.486,233618.928,176431.083,0,25826.264,27716.944,29937.305,33153.268,46002.994,73360.598,105571.572,140279.156,182002.792,189052.139,215386.887,235818.221
2007,"NORDLAND","1811","Bindal",1905.535218,641.2837483,7,"Nord-Trøndelag - Bindal",2879153.881,3046154.855,2344390.206,1299347.668,677276.779,823149.6,1259969.129,1809185.959,2261365.342,3005860.303,3113526.154,3112139.79,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1812","Sømna",790.0974216,594.8391077,8,"Helgeland - Bodø",4202466.084,4084265.622,3887260.423,3594384.534,2549784.443,1465798.199,1351310.618,1212065.217,1063984.096,178433.008,265817.839,338402.338,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1813","Brønnøy",2099.156683,1052.809515,8,"Helgeland - Bodø",2927638.3,2537980.209,2298783.402,1280684.887,881941.843,733382.674,962052.461,1456469.758,2195075.099,2870841.963,3596698.768,4064467.517,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1815","Vega",2921.376588,2756.590844,8,"Helgeland - Bodø",0,0,0,52014.085,134562.849,198404.133,299780.566,495606.91,735966.472,957059.607,1072355.587,1287050.887,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1816","Vevelstad",661.1474773,122.0988447,8,"Helgeland - Bodø",3498591.231,3782228.192,4029447.203,3685192.453,3133287.813,3084224.891,2684208.916,2839760.245,2522244.553,1706654.04,863933.619,159614.24,759718.628,833993.69,874429.623,909072.403,927358.296,1060064.039,1254716.489,773712.82,752507.576,717996.46,730095.745,766682.149
2007,"NORDLAND","1818","Herøy",2262.099657,2197.637411,8,"Helgeland - Bodø",2350672.409,1860064.297,1111631.51,1227270.467,1547868.546,1831996.478,2175865.833,2419352.223,2265652.475,2281225.277,2100700.035,1940465.499,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1820","Alstahaug",585.2205361,397.1046147,8,"Helgeland - Bodø",2452808.522,2129849.098,2153064.941,2386775.634,2637708.052,3074724.976,3652952.138,3070303.451,2616912.892,1124235.899,445815.901,563040.452,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1824","Vefsn",2030.300385,100.8914234,8,"Helgeland - Bodø",18796.833,21815.937,30643.523,112393.869,181189.623,248888.015,373800.626,601449.066,888412.814,1105789.98,1136503.464,1350426.132,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1827","Dønna",759.3091081,567.3688444,8,"Helgeland - Bodø",1078151.243,1211245.702,1385143.911,1500927.252,1815200.658,2298253.967,3007339.79,3732688.128,4082699.094,3992659.731,3412997.473,1503254.412,0,0,9117.351,10004.469,8574.51,12884.79,12797.2,0,304.416,515.484,652.188,801.99
2007,"NORDLAND","1828","Nesna",402.8211117,219.6396197,8,"Helgeland - Bodø",779388.792,445091.348,364494.597,421386.623,514803.104,509801.559,645788.873,732335.956,777129.29,709292.858,777698.694,678695.325,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1833","Rana",4588.20917,128.0210568,8,"Helgeland - Bodø",1011605.005,1096352.412,1257026.058,1361618.397,1620214.265,1845203.927,2288550.379,2936904.522,2908809.617,2903708.698,811914.015,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1834","Lurøy",1337.693384,1072.508261,8,"Helgeland - Bodø",6357953.647,5903235.73,4492661.785,4055627.315,3550255.793,4479220.104,5695595.824,7253034.438,7975876.627,8965118.425,9261129.115,9603216.052,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1835","Træna",1793.812792,1777.298315,8,"Helgeland - Bodø",1744308.966,1946818.81,2251934.36,2523749.285,2403781.09,1087238.563,235017.282,315650.408,390609.205,445940.693,0,55347.696,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1836","Rødøy",3103.057128,2391.768309,8,"Helgeland - Bodø",6088103.812,5628788.882,3127573.011,1957308.459,1787303.486,1441223.463,2043700.72,2532982.663,3090377.723,3730670.524,4134146.157,4518562.514,527552.331,586061.283,698437.02,772851.754,949973.011,1194402.509,1700803.746,2202409.367,2649240.408,2937307.913,2912704.446,2994111.72
2007,"NORDLAND","1837","Meløy",2746.283777,1872.455608,8,"Helgeland - Bodø",3891899.892,3187657.7,3520908.273,3921831.761,4522607.558,4854814.334,5786168.05,6840351.209,6185444.387,5675325.485,5273670.986,4443131.285,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1838","Gildeskål",1502.253204,837.5510572,8,"Helgeland - Bodø",2418331.268,1546485.91,1738732.851,1906101.485,2160694.334,2240523.223,1729595.65,2188750.212,2566064.711,2438404.664,2648059.459,2578080.951,3875626.176,3698923.689,3614821.24,3660331.904,3499810.424,3626125.859,3614279.424,3299800.951,2792575.731,2546880.844,1514432.666,3320320.312
2007,"NORDLAND","1840","Saltdal",2245.948768,29.75933009,8,"Helgeland - Bodø",319686.985,331449.373,374688.788,441066.338,444519.893,193501.086,833480.747,1344664.033,1498365.292,2143303.442,2519826.573,3288576.135,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1841","c(\Fauske\, \Fuossko\)",1293.965081,96.99544864,8,"Helgeland - Bodø",1647875.649,1231907.712,1333834.358,1128444.59,1128980.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1845","Sørfold",1829.725893,192.322705,9,"Vestfjorden - Vesterålen",1872802.812,1963212.178,1993957.414,1977692.959,1608973.069,1019180.195,1602822.084,2781777.094,3999055.237,5200445.13,5826725.301,6275860.614,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1848","Steigen",3484.477675,2475.231549,9,"Vestfjorden - Vesterålen",6954785.396,7088668.979,6684259.456,6385894.534,0,6904237.007,7381513.501,7162749.171,6211163.599,5231859.696,4374000.723,3764502.635,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1849","c(\Hamarøy\, \Hábmer\)",1562.514447,528.9225273,9,"Vestfjorden - Vesterålen",423765.253,507125.815,611511.605,725033.389,0,0,1393279.311,2164577.55,3134661.843,4118636.128,4863922.537,5546831.242,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1850","c(\Tysfjord\, \Divtasvuodna\)",1929.019449,465.2612621,9,"Vestfjorden - Vesterålen",489532.477,548754.475,609664.341,668194.049,763156.914,910635.728,1029721.07,850447.217,1110861.913,1442968.008,1157678.322,1361585.452,0,0,0,0,0,0,0,0,0,0,0,0
2007,"NORDLAND","1851","Lødingen",1043.931094,516.5166935,9,"Vestfjorden - Vesterålen",1451716.857,1539279.252,2413569.374,2139546.995,1312276.284,1543313.905,1903948.327,1930118.611,2200574.295,2440462.951,2651178.123,2817787.907,0,0,0,0,0,0,0,0,0,0,0,0
