"year","county","municip_number","municip_name","total_mcp_area","sea_mcp_area","prod_area_id","prod_area_name","laks_jan_beh_kg","laks_feb_beh_kg","laks_mar_beh_kg","laks_apr_beh_kg","laks_mai_beh_kg","laks_jun_beh_kg","laks_jul_beh_kg","laks_aug_beh_kg","laks_sep_beh_kg","laks_okt_beh_kg","laks_nov_beh_kg","laks_des_beh_kg","regnb_jan_beh_kg","regnb_feb_beh_kg","regnb_mar_beh_kg","regnb_apr_beh_kg","regnb_mai_beh_kg","regnb_jun_beh_kg","regnb_jul_beh_kg","regnb_aug_beh_kg","regnb_sep_beh_kg","regnb_okt_beh_kg","regnb_nov_beh_kg","regnb_des_beh_kg"
2005,"HORDALAND","1256","Meland",130.5215556,37.93871393,4,"Sotra - Stadt",553468.779,602809.027,652515.932,723715.229,809480.693,1000484.523,1156510.613,1127256.962,1039134.225,579389.446,32161.36,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"HORDALAND","1259","Øygarden",985.9432893,919.148288,4,"Sotra - Stadt",2847128.609,2524091.945,2638291.57,2624654.349,2509422.442,2687876.654,1788802.789,1745393.113,1815440.38,1862137.707,1718128.991,1377420.82,0,0,0,0,0,0,13132.677,7852.005,86890.274,168375.472,151377.963,367195.347
2005,"HORDALAND","1260","Radøy",209.7977221,98.34900146,4,"Sotra - Stadt",2721603.825,2664256.976,2767227.345,2885539.799,2058731.039,1368767.83,1372798.177,991601.623,673684.936,611440.213,304657.919,167235.98,0,0,0,0,0,0,0,0,19530.132,36608.984,78437.234,119967.107
2005,"HORDALAND","1263","Lindås",637.0389369,162.042687,4,"Sotra - Stadt",123785.899,170296.01,212220.164,348475.16,317845.405,389355.763,502714.185,556653.177,683547.478,735333.047,854998.835,587893.584,1210266.933,1242100.439,1367178.082,1372611.662,1569556.29,1914899.104,2303108.982,2361781.464,2774532.378,2946143.598,2897640.583,3301653.605
2005,"HORDALAND","1264","Austrheim",161.9491533,104.393437,4,"Sotra - Stadt",576618.65,464219.7,200661.3,279795,316302.209,329370.677,302266.25,235647.158,317064.434,0,112712.052,174815.2,0,0,0,0,0,0,0,0,0,0,0,0
2005,"HORDALAND","1266","Masfjorden",641.7115291,85.64212657,4,"Sotra - Stadt",317848.5,234239.421,215556.825,158915.129,199795.211,239868.301,306483.255,347954.244,399835.819,454041.721,526184.829,577202.581,726978.81,819787.217,883396.65,569725.235,286149.65,693216.408,860366.848,767718.631,645764.903,277853.5,398599.634,536437.285
2005,"SOGN OG FJORDANE","1401","Flora",2140.216593,1447.185281,4,"Sotra - Stadt",2823038.988,2859430.078,2272233.71,2476070.566,2341645.188,3319992,2404290.556,2387930.945,3194117.708,3709930.463,3825302.747,3288197.53,509158.8,633958.7,693513.568,796778.87,896230.924,1140141,1400863.492,1073658.967,832358.784,180247.262,0,48020.55
2005,"SOGN OG FJORDANE","1411","Gulen",983.1503441,385.9427734,4,"Sotra - Stadt",4454665.422,3965177.358,3903833.452,3621116.379,4403567.391,4079569.504,4679991.666,4760155.962,5442398.446,5966904.269,5838451.953,5219572.493,1910232.848,1722100.518,1214312.724,830933.685,980850.722,1120832.721,1449810.854,2027260.9,2232808.08,2308929.181,2146847.613,2481943.562
2005,"SOGN OG FJORDANE","1412","Solund",1747.705205,1519.458615,4,"Sotra - Stadt",4965168.129,5144470.481,5388276.848,5602787.218,5401998.752,2937200.964,5451124.146,5317522.268,5706062.867,5216008.55,4284202.438,2562298.941,558570.2,596174.4,633028.2,573603.8,423595.4,277214.9,341029.875,240337.06,164857.14,252858.905,360689.98,477678.685
2005,"SOGN OG FJORDANE","1413","Hyllestad",384.2061598,125.3011533,4,"Sotra - Stadt",2099947.302,2179220.064,2440557.584,2890639.799,3426003.601,3813890.691,4044410.735,4494249.908,4539300.708,4883997.916,4102062.801,4706104.7,470535.528,475971.176,268187.736,316309.885,389448.61,498132.38,349031.325,516830.775,670828.075,840254.625,1058265.75,1246786.5
2005,"SOGN OG FJORDANE","1416","Høyanger",1117.215544,209.0251517,4,"Sotra - Stadt",512917.591,569135.354,637088.707,569176.696,728512.733,651021.262,816500.575,718120.488,995625.871,829491.318,850467.93,679375.721,851500.678,752347.264,716121.775,631325.592,711609.747,898198.154,926498.076,1123021.02,1054003.953,834187.267,917792.575,865425.476
2005,"SOGN OG FJORDANE","1428","Askvoll",1588.603941,1262.43025,4,"Sotra - Stadt",3312414.703,3550028.871,2175370.889,2261265.754,2361939.388,3149534.561,2961879.741,3907709.116,4441510.797,4629434.752,4412977.152,4292934.11,0,0,0,0,0,0,0,0,0,0,0,0
2005,"SOGN OG FJORDANE","1429","Fjaler",488.1563815,71.53865419,4,"Sotra - Stadt",2573387.435,2815307.074,2149931.952,1022540.581,594797.72,819465.293,995807.126,1406132.163,1969528.95,2543863.002,3054252.33,3541607.28,0,0,0,0,0,0,0,0,0,0,0,0
2005,"SOGN OG FJORDANE","1438","Bremanger",1931.69721,1098.600948,4,"Sotra - Stadt",2375130.858,2030724.382,2330905.469,2720684.024,3079304.622,3621336.716,4055443.496,4089314.842,4356657.753,3919482.772,3077789.872,2907039.731,0,0,0,0,0,0,0,0,0,0,0,0
2005,"SOGN OG FJORDANE","1439","Vågsøy",820.8877962,644.1892052,4,"Sotra - Stadt",2256734.82,2442819.157,2731820.912,1181336.143,3310135.188,2926260.639,2139778.957,2209809.004,1846281.062,1374057.022,1212328.696,1398770.12,61052.128,0,0,0,0,0,0,15343.35,0,5894.187,8947.862,11519.925
2005,"SOGN OG FJORDANE","1441","Selje",1041.307731,815.1905357,4,"Sotra - Stadt",2767459.648,2824961.367,2020640.163,1902814.282,2176751.462,680687.047,1002373.442,1330476.836,1566750.432,2103892.668,2414428.807,2569331.569,54532.952,28204.808,92050.15,111936.053,136731.82,158617.6,221500.772,284630.459,0,151512.188,178873.101,157000
2005,"SOGN OG FJORDANE","1445","Gloppen",1095.283335,64.71387848,4,"Sotra - Stadt",108495.479,110458.209,125186.269,0,0,0,0,143519.856,186603.856,169657.413,120927.298,142495.192,287031.742,323537.463,353818.713,7782.14,0,0,0,225665.887,281796.851,200323.436,97628.562,118557.272
2005,"MØRE OG ROMSDAL","1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika",1523750.198,1665903.695,1743278.137,1507572.382,1751722.282,1591121.625,1694936.263,1699211.383,569446.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1505","Kristiansund",669.4597917,582.0243919,6,"Nordmøre - Sør-Trøndelag",1819201.386,2007148.369,1633614.9,1821501.25,1529899.001,822943.459,1221976.706,1040109.969,1133488.67,1199336.003,1189030.559,1213244.255,50021.107,60896.504,53006.316,68732.326,94102.14,130823.325,169014.321,221448.887,159117.21,196017.582,92126.283,5898.244
2005,"MØRE OG ROMSDAL","1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika",1451399.543,1611833.237,1632465.915,1792823.143,1548738.373,2666002.035,3290372.409,4242012.367,5585612.79,5891148.002,5903733.547,5502281.714,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1529","Skodje",156.8868977,36.85781839,5,"Stad - Hustadvika",2319875.085,2208906.225,1500030.987,1029579.943,920149.443,570259.734,747735.079,740475.516,445056.737,90323.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1511","Vanylven",483.5926223,98.374729,5,"Stad - Hustadvika",1041342.733,1158939.871,1283530.362,1523764.791,1838398.283,187920.464,2118663.673,2340085.447,640546.203,1711795.776,1687366.657,1206280.961,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1514","Sande",458.0518878,364.8451659,5,"Stad - Hustadvika",673089.284,733404.689,538828.188,602328.251,536237.52,417997.933,521214.985,623878.083,760736.144,722608.985,829881.059,771644.273,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1515","Herøy",1193.288082,1073.763572,5,"Stad - Hustadvika",1026407.041,1122889.963,1243968.913,1388235.279,1668227.988,2059074.992,2555569.684,2545669.499,2405199.29,2204129.948,855294.843,640064.578,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1519","Volda",656.4932671,109.2593826,5,"Stad - Hustadvika",2556754.854,1884511.907,1787895.979,1190526.275,568486.26,516661.151,437992.6,512360.258,652782.721,511550.915,557637.466,601162.321,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1520","Ørsta",943.5737474,139.138279,5,"Stad - Hustadvika",1195755.304,1316785.357,1295064.102,1477572.559,1691298.537,2074624.4,2065217.522,2291143.382,2667938.626,2579840.105,1846718.092,2227551.941,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1525","Stranda",944.3724368,78.50341444,5,"Stad - Hustadvika",0,0,0,0,0,0,0,0,0,0,0,0,3893029.77,3601226.89,3389643.81,3734770.03,3901275.32,3708068.33,3894881.75,3874302.32,3894396.76,3867920.74,3895106.13,3645124.64
2005,"MØRE OG ROMSDAL","1529","Skodje",156.8868977,36.85781839,5,"Stad - Hustadvika",0,0,0,49729.652,64391.247,84912.149,126316.241,197429.472,282750.554,356066.627,421585.729,457014.878,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1532","Giske",907.7717564,867.2287433,5,"Stad - Hustadvika",290104.555,320062.508,338897.805,391089.01,541820.142,747769.959,1078838.689,1442191.449,1884574.702,2244864.602,2645496.96,2412174.795,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1534","Haram",1063.325832,802.1936015,5,"Stad - Hustadvika",1102212.139,980877.841,809922.814,644616.346,0,0,0,0,459544.246,602712.063,737295.203,857594.636,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1535","Vestnes",466.4075422,114.7066027,5,"Stad - Hustadvika",0,0,17861.74,36879.552,84710.451,135518.769,216077.413,329251.052,457378.381,630768.087,799541.795,933413.284,0,0,0,0,0,0,0,10149.818,23243.187,57409.966,91120.665,126952.396
2005,"MØRE OG ROMSDAL","1539","Rauma",1635.105545,132.9582198,5,"Stad - Hustadvika",767864.524,0,77152.824,0,0,813156.647,759649.868,898376.905,998496.708,1035182.977,1182754.709,1209958.294,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1543","Nesset",1131.560319,85.48888667,5,"Stad - Hustadvika",0,0,0,0,0,0,0,0,0,0,0,0,1557030.319,1456205.589,1250228.177,1218479.036,995087.089,785836.662,703714.183,449316.622,0,0,0,0
2005,"MØRE OG ROMSDAL","1502","Molde",585.0810002,222.447664,5,"Stad - Hustadvika",287353.754,331255.486,0,421923.804,467319.189,565768.823,553814.928,476122.85,401021.451,0,292411.79,244027.263,94962,88148.655,0,0,39047.6,45745.2,64485.445,71859.235,104354.535,0,172663.38,202977.81
2005,"MØRE OG ROMSDAL","1545","Midsund",275.1037587,180.4542533,5,"Stad - Hustadvika",1360679.994,1013164.956,432588.855,657898.052,569865.863,1053408.208,1218389.091,1238306.363,77000,854003.228,1488080.773,1393498.36,0,0,0,0,8383,8300,0,0,32000,36000,40000,44000
2005,"MØRE OG ROMSDAL","1547","Aukra",461.7591187,402.6819283,5,"Stad - Hustadvika",704630.316,379829.166,0,20683.355,120409.121,127943.067,0,359713.626,527911.563,676333.317,770409.042,865220.229,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1548","Fræna",1123.537617,753.7385211,5,"Stad - Hustadvika",810585.895,820162.16,872292.23,953317.933,1159086.16,1452369.371,1851478.998,1923089.505,2025246.584,1478912.368,1378136.714,383211.538,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1551","Eide",445.1395783,293.0397792,6,"Nordmøre - Sør-Trøndelag",426091.562,383520.737,0,251048.402,0,0,0,0,0,0,0,0,0,91834.743,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1554","Averøy",718.5878787,542.9088935,6,"Nordmøre - Sør-Trøndelag",2347097.66,2481425.143,2189566.467,2541648.97,2939213.672,3674256.84,4425724.926,5198423.375,5336060.12,4750091.656,4171340.622,3280720.263,9540.585,12631.416,16771.047,18321.289,0,7944.3,34724.432,45726.97,55795.68,125396.461,119706.495,155198.34
2005,"MØRE OG ROMSDAL","1560","Tingvoll",504.8050354,167.995332,6,"Nordmøre - Sør-Trøndelag",0,0,0,0,59048.808,90155.508,142282.333,244800.454,352908.608,477342.871,589177.934,712040.927,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1557","Gjemnes",470.6056636,88.97445949,6,"Nordmøre - Sør-Trøndelag",2039220.099,1672397.006,1352932.065,802960.994,965889.422,432502.995,1513198.922,1259007.714,1531129.363,1782944.695,2186447.778,247222.143,180503.75,224472.304,276586.373,384344.229,539703.566,772774.177,1136220.405,1611537.685,2044459.951,1988322.91,1505526.872,1561313.826
2005,"MØRE OG ROMSDAL","1560","Tingvoll",504.8050354,167.995332,6,"Nordmøre - Sør-Trøndelag",1756651.004,1401080.906,1254413.071,1700916.078,2129308.725,1874477.412,1767847.535,1474800.878,1820095.506,2039369.668,2456754.132,2734882.023,239496,259175.741,309526.49,378298.36,445007.982,82966.046,102549.016,120364.526,142551.543,122968.72,86526.954,79729.63
2005,"MØRE OG ROMSDAL","1563","Sunndal",1799.591061,86.22058664,6,"Nordmøre - Sør-Trøndelag",871.664,525.56,284.13,636.18,549.9,447,318,445.5,540,513.216,1000.73,1066.47,0,0,258,348,300,540,0,0,0,0,96.69,61.06
2005,"MØRE OG ROMSDAL","1566","Surnadal",1453.246482,87.19487793,6,"Nordmøre - Sør-Trøndelag",0,0,0,0,0,0,0,0,4600.284,8724.452,12963.72,19426.77,0,0,0,0,0,0,0,16355.3,39269.335,63341.825,110474.03,151456.13
2005,"MØRE OG ROMSDAL","1571","Halsa",383.3083884,82.7797689,6,"Nordmøre - Sør-Trøndelag",3569726.538,2979988.648,2228691.35,3159781.958,2550136.742,2574744.28,3132987.403,3763565.539,3948464.668,3283220.909,3260396.298,3741253.772,406896.801,467556.771,278083.185,389446.472,358417.169,733615.282,909421.778,893562.861,1228798.786,1295027.411,1128109.645,943827.135
2005,"MØRE OG ROMSDAL","1573","Smøla",2154.4903,1882.580854,6,"Nordmøre - Sør-Trøndelag",1166894.029,463344.114,0,0,163857.862,266234.575,434694.77,886701.947,1403160.536,2044554.588,2585678.846,3083134.669,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1576","Aure",1048.31036,406.9303226,6,"Nordmøre - Sør-Trøndelag",4517050.569,4607076.774,4774832.54,4356720.11,5068921.792,6178830.856,6367816.796,7977019.229,5734701.308,5161536.506,5085974.194,2563691.242,0,0,0,0,0,0,0,0,0,0,0,0
2005,"MØRE OG ROMSDAL","1519","Volda",656.4932671,109.2593826,5,"Stad - Hustadvika",1846400.267,1857895.637,1590700.946,1302446.391,1024703.377,1487404.496,1540432.216,1947751.622,2309656.483,2520164.257,2485114.076,2268661.748,0,0,0,0,0,0,0,0,0,0,0,0
2005,"NORDLAND","1804","Bodø",4826.69546,3431.421782,9,"Vestfjorden - Vesterålen",393446.754,425806.939,315318.9,8869.4,19431.612,33246.93,67307.055,91854.981,145572.561,238509.151,303448.691,368792.722,0,0,0,0,0,0,0,0,0,0,0,0
2005,"NORDLAND","1850","c(\Tysfjord\, \Divtasvuodna\)",1929.019449,465.2612621,9,"Vestfjorden - Vesterålen",243967.266,264974.745,282523.157,312302.5,318665.695,373863.851,462130.855,590334.042,469914.909,327246.825,358194.074,169247.664,0,0,0,0,0,0,0,0,0,0,0,0
2005,"NORDLAND","1811","Bindal",1905.535218,641.2837483,7,"Nord-Trøndelag - Bindal",2657704.968,2659000.823,1374301.076,493673.359,1535270.633,1479470.583,1239063.272,1158776.124,1533783.343,1665015.645,1924821.262,2170589.253,0,0,0,0,0,0,0,0,0,0,0,0
2005,"NORDLAND","1812","Sømna",790.0974216,594.8391077,8,"Helgeland - Bodø",1571458.087,1704652.082,1883409.78,2121318.62,2751403.219,3157402.163,3352952.432,3780200.618,3764636.517,3450570.661,2669573.522,684894.1,0,0,0,0,0,0,0,0,0,0,0,0
2005,"NORDLAND","1813","Brønnøy",2099.156683,1052.809515,8,"Helgeland - Bodø",3849276.835,3688058.132,2546724.202,1488991.646,883200.356,1156117.288,1579357.176,2159580.202,2848782.329,3207817.581,3278334.546,3314013.314,0,0,0,0,0,0,0,0,0,0,0,0
2005,"NORDLAND","1815","Vega",2921.376588,2756.590844,8,"Helgeland - Bodø",486458.15,0,0,12299.834,25000.05,65634.466,112061.008,182631.625,296827.79,431864.929,572409.731,698704.703,0,0,0,0,0,0,0,0,0,0,0,0
2005,"NORDLAND","1816","Vevelstad",661.1474773,122.0988447,8,"Helgeland - Bodø",1226019.963,1349468.598,1515883.559,1245114.989,350402.61,0,0,0,41740.569,68035.927,96018.326,132476.768,310574.051,350932.603,391425,467611.316,518421.986,76728.22,131249.215,89859.768,241662.352,342730.102,443583.135,534993.136
2005,"NORDLAND","1818","Herøy",2262.099657,2197.637411,8,"Helgeland - Bodø",0,640872.019,807395.309,961709.548,1209973.946,1453501.927,1137008.186,3136624.101,2007940.067,2009521.583,1864862.12,1884787.789,0,0,0,0,0,0,0,0,0,0,0,0
2005,"NORDLAND","1820","Alstahaug",585.2205361,397.1046147,8,"Helgeland - Bodø",2467560.085,2684590.563,2994938.398,3404395.914,3911840.931,3424805.974,3548299.713,3648878.406,2017130.317,2037911.649,968793.724,554636.334,0,0,0,0,0,0,0,0,0,0,0,0
